scene,row_index,event_id,referent_name,panel_id,gt_x,gt_y,projection_valid,status
scene1,335,scene1_336,building9,P1,1475.00,856.02,True,point_evaluable
scene1,335,scene1_336,building9,P2,1149.98,912.27,True,point_evaluable
scene1,335,scene1_336,building9,P3,1195.48,922.34,True,point_evaluable
scene1,336,scene1_337,cargo2,P1,1076.74,876.36,True,point_evaluable
scene1,336,scene1_337,cargo2,P2,1634.71,898.27,True,point_evaluable
scene1,336,scene1_337,cargo2,P3,1684.64,910.13,True,point_evaluable
scene1,336,scene1_337,platform1,P1,301.30,908.63,True,point_evaluable
scene1,336,scene1_337,platform1,P2,851.47,878.24,True,point_evaluable
scene1,336,scene1_337,platform1,P3,879.51,881.06,True,point_evaluable
scene1,337,scene1_338,cargo1,P1,926.11,835.78,True,point_evaluable
scene1,337,scene1_338,cargo1,P2,915.04,848.36,True,point_evaluable
scene1,337,scene1_338,cargo1,P3,921.60,866.19,True,point_evaluable
scene1,338,scene1_339,cargo1,P1,928.63,817.74,True,point_evaluable
scene1,338,scene1_339,cargo1,P2,953.93,905.72,True,point_evaluable
scene1,338,scene1_339,cargo1,P3,965.71,876.24,True,point_evaluable
scene1,338,scene1_339,platform1,P1,878.28,845.83,True,point_evaluable
scene1,338,scene1_339,platform1,P2,903.73,932.28,True,point_evaluable
scene1,338,scene1_339,platform1,P3,915.36,902.84,True,point_evaluable
scene1,339,scene1_340,cargo1,P1,939.06,883.14,True,point_evaluable
scene1,339,scene1_340,cargo1,P2,573.95,841.24,True,point_evaluable
scene1,339,scene1_340,cargo1,P3,614.41,842.75,True,point_evaluable
scene1,339,scene1_340,helicopter2,P1,1456.93,928.35,True,point_evaluable
scene1,339,scene1_340,helicopter2,P2,1069.85,850.98,True,point_evaluable
scene1,339,scene1_340,helicopter2,P3,1103.77,847.54,True,point_evaluable
scene1,340,scene1_341,cargo1,P1,935.94,836.23,True,point_evaluable
scene1,340,scene1_341,cargo1,P2,1555.39,861.51,True,point_evaluable
scene1,340,scene1_341,cargo1,P3,1292.82,900.93,True,point_evaluable
scene1,340,scene1_341,forklift1,P1,270.09,1040.36,True,point_evaluable
scene1,340,scene1_341,forklift1,P2,907.35,971.31,True,point_evaluable
scene1,340,scene1_341,forklift1,P3,710.26,1004.63,True,point_evaluable
scene1,341,scene1_342,cargo1,P1,947.07,844.13,True,point_evaluable
scene1,341,scene1_342,cargo1,P2,1240.69,808.97,True,point_evaluable
scene1,341,scene1_342,cargo1,P3,1315.84,806.22,True,point_evaluable
scene1,341,scene1_342,forklift2,P1,553.01,1075.84,True,point_evaluable
scene1,341,scene1_342,forklift2,P2,848.69,1001.51,True,point_evaluable
scene1,341,scene1_342,forklift2,P3,905.86,987.37,True,point_evaluable
scene1,342,scene1_343,truck1,P1,861.46,885.64,True,point_evaluable
scene1,342,scene1_343,truck1,P2,977.74,864.54,True,point_evaluable
scene1,342,scene1_343,truck1,P3,884.07,903.95,True,point_evaluable
scene1,342,scene1_343,forklift1,P1,732.23,968.11,True,point_evaluable
scene1,342,scene1_343,forklift1,P2,850.81,941.53,True,point_evaluable
scene1,342,scene1_343,forklift1,P3,751.78,979.15,True,point_evaluable
scene1,343,scene1_344,cargo1,P1,961.40,866.84,True,point_evaluable
scene1,343,scene1_344,cargo1,P2,944.78,858.04,True,point_evaluable
scene1,343,scene1_344,cargo1,P3,962.60,865.49,True,point_evaluable
scene1,343,scene1_344,platform1,P1,911.29,894.07,True,point_evaluable
scene1,343,scene1_344,platform1,P2,894.55,885.30,True,point_evaluable
scene1,343,scene1_344,platform1,P3,912.20,892.21,True,point_evaluable
scene1,344,scene1_345,cargo1,P1,953.75,879.31,True,point_evaluable
scene1,344,scene1_345,cargo1,P2,945.48,878.82,True,point_evaluable
scene1,345,scene1_346,helicopter2,P1,1077.75,842.91,True,point_evaluable
scene1,345,scene1_346,helicopter2,P2,1082.47,851.29,True,point_evaluable
scene1,345,scene1_346,helicopter2,P3,1379.15,862.47,True,point_evaluable
scene1,345,scene1_346,platform1,P1,523.80,878.73,True,point_evaluable
scene1,345,scene1_346,platform1,P2,530.51,886.34,True,point_evaluable
scene1,345,scene1_346,platform1,P3,827.23,874.33,True,point_evaluable
scene1,346,scene1_347,cargo2,P1,1077.97,886.64,True,point_evaluable
scene1,346,scene1_347,cargo2,P2,1095.58,876.18,True,point_evaluable
scene1,346,scene1_347,cargo2,P3,,,False,projection_invalid
scene1,346,scene1_347,forklift1,P1,,,False,projection_invalid
scene1,346,scene1_347,forklift1,P2,,,False,projection_invalid
scene1,346,scene1_347,forklift1,P3,857.90,947.09,True,point_evaluable
scene1,347,scene1_348,cargo1,P1,950.92,872.78,True,point_evaluable
scene1,347,scene1_348,cargo1,P2,561.63,845.75,True,point_evaluable
scene1,347,scene1_348,cargo1,P3,587.92,843.10,True,point_evaluable
scene1,347,scene1_348,helicopter2,P1,1475.76,911.21,True,point_evaluable
scene1,347,scene1_348,helicopter2,P2,1059.72,853.10,True,point_evaluable
scene1,347,scene1_348,helicopter2,P3,1081.45,847.83,True,point_evaluable
scene1,348,scene1_349,helicopter2,P1,1040.30,850.23,True,point_evaluable
scene1,348,scene1_349,helicopter2,P2,1068.91,836.91,True,point_evaluable
scene1,348,scene1_349,helicopter2,P3,1058.68,832.49,True,point_evaluable
scene1,349,scene1_350,cargo2,P1,1096.26,882.69,True,point_evaluable
scene1,349,scene1_350,cargo2,P2,,,False,projection_invalid
scene1,349,scene1_350,cargo2,P3,,,False,projection_invalid
scene1,349,scene1_350,building2,P1,,,False,projection_invalid
scene1,349,scene1_350,building2,P2,901.60,989.59,True,point_evaluable
scene1,349,scene1_350,building2,P3,913.31,994.50,True,point_evaluable
scene1,350,scene1_351,forklift2,P1,1031.66,1012.44,True,point_evaluable
scene1,350,scene1_351,forklift2,P2,929.29,966.49,True,point_evaluable
scene1,350,scene1_351,forklift2,P3,951.17,977.67,True,point_evaluable
scene1,350,scene1_351,forklift1,P1,870.13,958.45,True,point_evaluable
scene1,350,scene1_351,forklift1,P2,762.17,917.92,True,point_evaluable
scene1,350,scene1_351,forklift1,P3,785.16,930.53,True,point_evaluable
scene1,350,scene1_351,building9,P1,,,False,projection_invalid
scene1,350,scene1_351,building9,P2,,,False,projection_invalid
scene1,350,scene1_351,building9,P3,,,False,projection_invalid
scene1,351,scene1_352,forklift1,P1,901.55,937.59,True,point_evaluable
scene1,351,scene1_352,forklift1,P2,901.89,934.52,True,point_evaluable
scene1,351,scene1_352,forklift1,P3,898.17,937.60,True,point_evaluable
scene1,351,scene1_352,building9,P1,,,False,projection_invalid
scene1,351,scene1_352,building9,P2,,,False,projection_invalid
scene1,351,scene1_352,building9,P3,,,False,projection_invalid
scene1,352,scene1_353,cargo1,P1,915.16,846.70,True,point_evaluable
scene1,352,scene1_353,cargo1,P2,1054.03,877.51,True,point_evaluable
scene1,352,scene1_353,cargo1,P3,1061.35,883.01,True,point_evaluable
scene1,352,scene1_353,building3,P1,708.92,858.23,True,point_evaluable
scene1,352,scene1_353,building3,P2,855.35,883.05,True,point_evaluable
scene1,352,scene1_353,building3,P3,862.81,888.45,True,point_evaluable
scene1,353,scene1_354,cargo1,P1,994.57,865.98,True,point_evaluable
scene1,353,scene1_354,cargo1,P2,994.56,871.93,True,point_evaluable
scene1,353,scene1_354,cargo1,P3,1018.09,877.26,True,point_evaluable
scene1,353,scene1_354,platform1,P1,943.59,891.70,True,point_evaluable
scene1,353,scene1_354,platform1,P2,943.75,897.84,True,point_evaluable
scene1,353,scene1_354,platform1,P3,966.92,902.71,True,point_evaluable
scene1,354,scene1_355,cargo2,P1,1063.52,860.61,True,point_evaluable
scene1,354,scene1_355,cargo2,P2,1330.23,912.75,True,point_evaluable
scene1,354,scene1_355,cargo2,P3,1392.53,944.74,True,point_evaluable
scene1,354,scene1_355,building5,P1,674.60,833.65,True,point_evaluable
scene1,354,scene1_355,building5,P2,932.10,879.56,True,point_evaluable
scene1,354,scene1_355,building5,P3,981.24,911.49,True,point_evaluable
scene1,355,scene1_356,cargo2,P1,1075.26,854.90,True,point_evaluable
scene1,355,scene1_356,cargo2,P2,1062.92,860.50,True,point_evaluable
scene1,355,scene1_356,cargo2,P3,826.43,946.82,True,point_evaluable
scene1,355,scene1_356,building9,P1,1467.68,798.57,True,point_evaluable
scene1,355,scene1_356,building9,P2,1449.66,805.03,True,point_evaluable
scene1,355,scene1_356,building9,P3,1155.44,876.75,True,point_evaluable
scene1,356,scene1_357,cargo2,P1,1100.93,869.59,True,point_evaluable
scene1,356,scene1_357,cargo2,P2,,,False,projection_invalid
scene1,356,scene1_357,cargo2,P3,,,False,projection_invalid
scene1,356,scene1_357,truck2,P1,7.09,1053.94,True,point_evaluable
scene1,356,scene1_357,truck2,P2,935.63,944.53,True,point_evaluable
scene1,356,scene1_357,truck2,P3,953.63,1017.30,True,point_evaluable
scene1,357,scene1_358,cargo2,P1,1076.06,885.33,True,point_evaluable
scene1,357,scene1_358,cargo2,P2,1090.73,888.13,True,point_evaluable
scene1,357,scene1_358,cargo2,P3,1550.74,967.52,True,point_evaluable
scene1,357,scene1_358,building6,P1,470.73,883.49,True,point_evaluable
scene1,357,scene1_358,building6,P2,491.05,887.53,True,point_evaluable
scene1,357,scene1_358,building6,P3,914.53,930.81,True,point_evaluable
scene1,358,scene1_359,cargo1,P1,935.16,873.03,True,point_evaluable
scene1,358,scene1_359,cargo1,P2,1303.34,885.22,True,point_evaluable
scene1,358,scene1_359,cargo1,P3,1167.94,856.74,True,point_evaluable
scene1,358,scene1_359,truck1,P1,454.73,955.37,True,point_evaluable
scene1,358,scene1_359,truck1,P2,855.84,938.68,True,point_evaluable
scene1,358,scene1_359,truck1,P3,730.30,914.36,True,point_evaluable
scene1,359,scene1_360,cargo1,P1,938.65,865.93,True,point_evaluable
scene1,359,scene1_360,cargo1,P2,943.24,868.46,True,point_evaluable
scene1,359,scene1_360,cargo1,P3,561.78,918.10,True,point_evaluable
scene1,359,scene1_360,building8,P1,1564.13,865.05,True,point_evaluable
scene1,359,scene1_360,building8,P2,1571.40,868.00,True,point_evaluable
scene1,359,scene1_360,building8,P3,1124.39,900.61,True,point_evaluable
scene1,360,scene1_361,cargo1,P1,936.63,868.80,True,point_evaluable
scene1,360,scene1_361,cargo1,P2,945.34,878.13,True,point_evaluable
scene1,360,scene1_361,cargo1,P3,851.69,850.94,True,point_evaluable
scene1,360,scene1_361,helicopter1,P1,1124.72,879.59,True,point_evaluable
scene1,360,scene1_361,helicopter1,P2,1133.75,887.05,True,point_evaluable
scene1,360,scene1_361,helicopter1,P3,1039.21,856.46,True,point_evaluable
scene1,361,scene1_362,truck1,P1,919.76,911.20,True,point_evaluable
scene1,361,scene1_362,truck1,P2,930.64,906.27,True,point_evaluable
scene1,361,scene1_362,truck1,P3,582.43,919.66,True,point_evaluable
scene1,361,scene1_362,platform1,P1,1317.23,866.13,True,point_evaluable
scene1,361,scene1_362,platform1,P2,1331.67,871.04,True,point_evaluable
scene1,361,scene1_362,platform1,P3,981.92,874.12,True,point_evaluable
scene1,362,scene1_363,truck1,P1,875.49,935.59,True,point_evaluable
scene1,362,scene1_363,truck1,P2,901.41,944.73,True,point_evaluable
scene1,362,scene1_363,truck1,P3,886.03,954.16,True,point_evaluable
scene1,363,scene1_364,forklift1,P1,822.91,928.87,True,point_evaluable
scene1,363,scene1_364,forklift1,P2,822.18,926.84,True,point_evaluable
scene1,363,scene1_364,forklift1,P3,,,False,projection_invalid
scene1,363,scene1_364,building9,P1,,,False,projection_invalid
scene1,363,scene1_364,building9,P2,,,False,projection_invalid
scene1,363,scene1_364,building9,P3,1171.91,935.68,True,point_evaluable
scene1,364,scene1_365,cargo1,P1,941.11,883.23,True,point_evaluable
scene1,364,scene1_365,cargo1,P2,1713.36,905.09,True,point_evaluable
scene1,364,scene1_365,cargo1,P3,1737.03,909.34,True,point_evaluable
scene1,364,scene1_365,building1,P1,,,False,projection_invalid
scene1,364,scene1_365,building1,P2,806.83,947.70,True,point_evaluable
scene1,364,scene1_365,building1,P3,818.38,938.40,True,point_evaluable
scene1,365,scene1_366,cargo2,P1,1110.11,870.01,True,point_evaluable
scene1,365,scene1_366,cargo2,P2,,,False,projection_invalid
scene1,365,scene1_366,cargo2,P3,,,False,projection_invalid
scene1,365,scene1_366,building2,P1,,,False,projection_invalid
scene1,365,scene1_366,building2,P2,919.65,898.64,True,point_evaluable
scene1,365,scene1_366,building2,P3,944.48,921.48,True,point_evaluable
scene1,366,scene1_367,forklift1,P1,875.72,957.89,True,point_evaluable
scene1,366,scene1_367,forklift1,P2,721.78,934.88,True,point_evaluable
scene1,366,scene1_367,forklift1,P3,,,False,projection_invalid
scene1,366,scene1_367,forklift2,P1,1039.49,1004.70,True,point_evaluable
scene1,366,scene1_367,forklift2,P2,894.37,973.59,True,point_evaluable
scene1,366,scene1_367,forklift2,P3,,,False,projection_invalid
scene1,366,scene1_367,helicopter2,P1,,,False,projection_invalid
scene1,366,scene1_367,helicopter2,P2,,,False,projection_invalid
scene1,366,scene1_367,helicopter2,P3,1036.16,814.15,True,point_evaluable
scene1,367,scene1_368,helicopter1,P1,977.29,836.00,True,point_evaluable
scene1,367,scene1_368,helicopter1,P2,1002.15,840.79,True,point_evaluable
scene1,367,scene1_368,helicopter1,P3,774.72,954.25,True,point_evaluable
scene1,367,scene1_368,building8,P1,1356.86,815.44,True,point_evaluable
scene1,367,scene1_368,building8,P2,1388.47,822.49,True,point_evaluable
scene1,367,scene1_368,building8,P3,1122.42,918.55,True,point_evaluable
scene1,368,scene1_369,forklift2,P1,939.29,1009.15,True,point_evaluable
scene1,368,scene1_369,forklift2,P2,527.33,1124.14,True,point_evaluable
scene1,368,scene1_369,forklift2,P3,538.35,1157.29,True,point_evaluable
scene1,368,scene1_369,truck1,P1,896.55,884.27,True,point_evaluable
scene1,368,scene1_369,truck1,P2,459.76,982.36,True,point_evaluable
scene1,368,scene1_369,truck1,P3,474.90,1015.01,True,point_evaluable
scene1,368,scene1_369,building6,P1,1440.72,828.01,True,point_evaluable
scene1,368,scene1_369,building6,P2,1001.50,901.76,True,point_evaluable
scene1,368,scene1_369,building6,P3,1012.57,933.48,True,point_evaluable
scene1,369,scene1_370,cargo2,P1,1072.95,835.09,True,point_evaluable
scene1,369,scene1_370,cargo2,P2,1092.48,846.84,True,point_evaluable
scene1,369,scene1_370,cargo2,P3,1568.38,871.70,True,point_evaluable
scene1,369,scene1_370,platform1,P1,291.30,876.67,True,point_evaluable
scene1,369,scene1_370,platform1,P2,325.91,888.78,True,point_evaluable
scene1,369,scene1_370,platform1,P3,810.25,884.16,True,point_evaluable
scene1,370,scene1_371,person1,P1,841.49,878.14,True,point_evaluable
scene1,370,scene1_371,person1,P2,,,False,projection_invalid
scene1,370,scene1_371,person1,P3,301.78,939.43,True,point_evaluable
scene1,370,scene1_371,cargo2,P1,,,False,projection_invalid
scene1,370,scene1_371,cargo2,P2,1063.64,909.20,True,point_evaluable
scene1,370,scene1_371,cargo2,P3,1913.81,990.51,True,point_evaluable
scene1,370,scene1_371,truck2,P1,1240.25,946.32,True,point_evaluable
scene1,370,scene1_371,truck2,P2,,,False,projection_invalid
scene1,370,scene1_371,truck2,P3,807.64,960.03,True,point_evaluable
scene1,371,scene1_372,person1,P1,810.32,883.03,True,point_evaluable
scene1,371,scene1_372,person1,P2,959.65,892.15,True,point_evaluable
scene1,371,scene1_372,person1,P3,960.90,900.96,True,point_evaluable
scene1,371,scene1_372,person2,P1,913.96,862.40,True,point_evaluable
scene1,371,scene1_372,person2,P2,1063.36,878.57,True,point_evaluable
scene1,371,scene1_372,person2,P3,1064.58,888.08,True,point_evaluable
scene1,371,scene1_372,building1,P1,680.31,897.03,True,point_evaluable
scene1,371,scene1_372,building1,P2,837.58,897.01,True,point_evaluable
scene1,371,scene1_372,building1,P3,838.93,905.03,True,point_evaluable
scene1,372,scene1_373,person3,P1,1112.37,870.10,True,point_evaluable
scene1,372,scene1_373,person3,P2,1185.99,886.51,True,point_evaluable
scene1,372,scene1_373,person3,P3,1278.13,855.16,True,point_evaluable
scene1,372,scene1_373,cargo2,P1,977.19,867.27,True,point_evaluable
scene1,372,scene1_373,cargo2,P2,1047.04,887.39,True,point_evaluable
scene1,372,scene1_373,cargo2,P3,1130.41,854.55,True,point_evaluable
scene1,372,scene1_373,helicopter2,P1,827.32,858.68,True,point_evaluable
scene1,372,scene1_373,helicopter2,P2,898.47,883.06,True,point_evaluable
scene1,372,scene1_373,helicopter2,P3,979.04,848.52,True,point_evaluable
scene1,373,scene1_374,person1,P1,829.25,874.18,True,point_evaluable
scene1,373,scene1_374,person1,P2,824.16,878.60,True,point_evaluable
scene1,373,scene1_374,person1,P3,,,False,projection_invalid
scene1,373,scene1_374,cargo2,P1,,,False,projection_invalid
scene1,373,scene1_374,cargo2,P2,,,False,projection_invalid
scene1,373,scene1_374,cargo2,P3,1130.52,853.36,True,point_evaluable
scene1,373,scene1_374,helicopter2,P1,,,False,projection_invalid
scene1,373,scene1_374,helicopter2,P2,,,False,projection_invalid
scene1,373,scene1_374,helicopter2,P3,979.45,842.12,True,point_evaluable
scene1,374,scene1_375,person2,P1,844.63,854.75,True,point_evaluable
scene1,374,scene1_375,person2,P2,691.06,912.14,True,point_evaluable
scene1,374,scene1_375,person2,P3,689.10,912.04,True,point_evaluable
scene1,374,scene1_375,building3,P1,1176.91,834.30,True,point_evaluable
scene1,374,scene1_375,building3,P2,1024.28,887.92,True,point_evaluable
scene1,374,scene1_375,building3,P3,1022.51,887.49,True,point_evaluable
scene1,375,scene1_376,person3,P1,1842.80,940.49,True,point_evaluable
scene1,375,scene1_376,person3,P2,1302.05,903.04,True,point_evaluable
scene1,375,scene1_376,person3,P3,1005.58,965.13,True,point_evaluable
scene1,375,scene1_376,cargo1,P1,870.44,889.73,True,point_evaluable
scene1,375,scene1_376,cargo1,P2,488.91,903.29,True,point_evaluable
scene1,375,scene1_376,cargo1,P3,,,False,projection_invalid
scene1,375,scene1_376,cargo2,P1,1580.88,922.12,True,point_evaluable
scene1,375,scene1_376,cargo2,P2,1152.52,899.35,True,point_evaluable
scene1,375,scene1_376,cargo2,P3,873.00,966.45,True,point_evaluable
scene1,375,scene1_376,building9,P1,,,False,projection_invalid
scene1,375,scene1_376,building9,P2,1578.69,837.91,True,point_evaluable
scene1,375,scene1_376,building9,P3,1206.19,905.08,True,point_evaluable
scene1,376,scene1_377,person1,P1,899.50,878.73,True,point_evaluable
scene1,376,scene1_377,person1,P2,885.67,869.25,True,point_evaluable
scene1,376,scene1_377,person1,P3,,,False,projection_invalid
scene1,376,scene1_377,forklift1,P1,966.90,968.56,True,point_evaluable
scene1,376,scene1_377,forklift1,P2,954.20,958.62,True,point_evaluable
scene1,376,scene1_377,forklift1,P3,,,False,projection_invalid
scene1,376,scene1_377,building9,P1,,,False,projection_invalid
scene1,376,scene1_377,building9,P2,,,False,projection_invalid
scene1,376,scene1_377,building9,P3,1176.36,956.24,True,point_evaluable
scene1,377,scene1_378,person2,P1,840.92,869.87,True,point_evaluable
scene1,377,scene1_378,person2,P2,846.28,863.82,True,point_evaluable
scene1,377,scene1_378,person2,P3,892.22,946.01,True,point_evaluable
scene1,377,scene1_378,building2,P1,864.46,875.84,True,point_evaluable
scene1,377,scene1_378,building2,P2,869.75,869.94,True,point_evaluable
scene1,377,scene1_378,building2,P3,915.01,952.36,True,point_evaluable
scene1,378,scene1_379,person1,P1,812.89,925.99,True,point_evaluable
scene1,378,scene1_379,person1,P2,,,False,projection_invalid
scene1,378,scene1_379,person1,P3,,,False,projection_invalid
scene1,378,scene1_379,person2,P1,916.57,908.16,True,point_evaluable
scene1,378,scene1_379,person2,P2,,,False,projection_invalid
scene1,378,scene1_379,person2,P3,,,False,projection_invalid
scene1,378,scene1_379,building7,P1,,,False,projection_invalid
scene1,378,scene1_379,building7,P2,1041.87,916.10,True,point_evaluable
scene1,378,scene1_379,building7,P3,1084.16,930.98,True,point_evaluable
scene1,379,scene1_380,person1,P1,886.51,894.15,True,point_evaluable
scene1,379,scene1_380,person1,P2,912.48,908.56,True,point_evaluable
scene1,379,scene1_380,person1,P3,942.01,918.82,True,point_evaluable
scene1,379,scene1_380,building1,P1,761.98,904.95,True,point_evaluable
scene1,379,scene1_380,building1,P2,789.27,917.73,True,point_evaluable
scene1,379,scene1_380,building1,P3,819.85,925.35,True,point_evaluable
scene1,380,scene1_381,person1,P1,827.76,897.64,True,point_evaluable
scene1,380,scene1_381,person1,P2,,,False,projection_invalid
scene1,380,scene1_381,person1,P3,,,False,projection_invalid
scene1,380,scene1_381,person2,P1,931.20,880.12,True,point_evaluable
scene1,380,scene1_381,person2,P2,,,False,projection_invalid
scene1,380,scene1_381,person2,P3,,,False,projection_invalid
scene1,380,scene1_381,cargo2,P1,,,False,projection_invalid
scene1,380,scene1_381,cargo2,P2,1058.72,853.40,True,point_evaluable
scene1,380,scene1_381,cargo2,P3,1074.38,875.01,True,point_evaluable
scene1,380,scene1_381,helicopter2,P1,,,False,projection_invalid
scene1,380,scene1_381,helicopter2,P2,909.61,844.25,True,point_evaluable
scene1,380,scene1_381,helicopter2,P3,925.52,866.99,True,point_evaluable
scene1,381,scene1_382,person1,P1,779.03,879.94,True,point_evaluable
scene1,381,scene1_382,person1,P2,,,False,projection_invalid
scene1,381,scene1_382,person1,P3,,,False,projection_invalid
scene1,381,scene1_382,person2,P1,884.42,862.77,True,point_evaluable
scene1,381,scene1_382,person2,P2,103.22,998.09,True,point_evaluable
scene1,381,scene1_382,person2,P3,89.10,1031.05,True,point_evaluable
scene1,381,scene1_382,building5,P1,,,False,projection_invalid
scene1,381,scene1_382,building5,P2,1072.92,914.86,True,point_evaluable
scene1,381,scene1_382,building5,P3,1067.01,939.20,True,point_evaluable
scene1,382,scene1_383,person2,P1,951.63,876.77,True,point_evaluable
scene1,382,scene1_383,person2,P2,,,False,projection_invalid
scene1,382,scene1_383,person2,P3,156.04,1002.80,True,point_evaluable
scene1,382,scene1_383,person1,P1,848.33,892.72,True,point_evaluable
scene1,382,scene1_383,person1,P2,,,False,projection_invalid
scene1,382,scene1_383,person1,P3,,,False,projection_invalid
scene1,382,scene1_383,cargo1,P1,1571.02,869.31,True,point_evaluable
scene1,382,scene1_383,cargo1,P2,360.70,901.63,True,point_evaluable
scene1,382,scene1_383,cargo1,P3,855.58,903.20,True,point_evaluable
scene1,382,scene1_383,cargo2,P1,,,False,projection_invalid
scene1,382,scene1_383,cargo2,P2,1063.67,901.75,True,point_evaluable
scene1,382,scene1_383,cargo2,P3,1555.56,936.59,True,point_evaluable
scene1,382,scene1_383,truck2,P1,1249.88,946.93,True,point_evaluable
scene1,382,scene1_383,truck2,P2,,,False,projection_invalid
scene1,382,scene1_383,truck2,P3,615.24,1013.90,True,point_evaluable
scene1,383,scene1_384,person1,P1,834.16,866.65,True,point_evaluable
scene1,383,scene1_384,person1,P2,541.92,922.92,True,point_evaluable
scene1,383,scene1_384,person1,P3,568.66,934.74,True,point_evaluable
scene1,383,scene1_384,person2,P1,937.47,846.92,True,point_evaluable
scene1,383,scene1_384,person2,P2,666.63,905.11,True,point_evaluable
scene1,383,scene1_384,person2,P3,690.57,918.43,True,point_evaluable
scene1,383,scene1_384,building3,P1,1281.10,816.80,True,point_evaluable
scene1,383,scene1_384,building3,P2,1003.11,889.05,True,point_evaluable
scene1,383,scene1_384,building3,P3,1023.97,905.68,True,point_evaluable
scene1,384,scene1_385,person3,P1,1131.83,858.99,True,point_evaluable
scene1,384,scene1_385,person3,P2,,,False,projection_invalid
scene1,384,scene1_385,person3,P3,1364.66,978.34,True,point_evaluable
scene1,384,scene1_385,forklift1,P1,,,False,projection_invalid
scene1,384,scene1_385,forklift1,P2,843.56,955.78,True,point_evaluable
scene1,384,scene1_385,forklift1,P3,,,False,projection_invalid
scene1,384,scene1_385,building8,P1,912.60,825.14,True,point_evaluable
scene1,384,scene1_385,building8,P2,,,False,projection_invalid
scene1,384,scene1_385,building8,P3,1120.47,934.47,True,point_evaluable
scene1,385,scene1_386,person3,P1,,,False,projection_invalid
scene1,385,scene1_386,person3,P2,,,False,projection_invalid
scene1,385,scene1_386,person3,P3,1509.54,1012.82,True,point_evaluable
scene1,385,scene1_386,truck2,P1,998.06,885.84,True,point_evaluable
scene1,385,scene1_386,truck2,P2,964.99,915.64,True,point_evaluable
scene1,385,scene1_386,truck2,P3,389.36,1111.35,True,point_evaluable
scene1,385,scene1_386,building7,P1,,,False,projection_invalid
scene1,385,scene1_386,building7,P2,1865.35,887.72,True,point_evaluable
scene1,385,scene1_386,building7,P3,1120.91,965.30,True,point_evaluable
scene1,386,scene1_387,person1,P1,849.39,894.35,True,point_evaluable
scene1,386,scene1_387,person1,P2,397.03,936.88,True,point_evaluable
scene1,386,scene1_387,person1,P3,921.25,923.77,True,point_evaluable
scene1,386,scene1_387,person2,P1,952.70,878.19,True,point_evaluable
scene1,386,scene1_387,person2,P2,541.09,912.51,True,point_evaluable
scene1,386,scene1_387,person2,P3,1023.88,908.52,True,point_evaluable
scene1,386,scene1_387,cargo1,P1,1573.16,869.44,True,point_evaluable
scene1,386,scene1_387,cargo1,P2,1098.81,888.26,True,point_evaluable
scene1,386,scene1_387,cargo1,P3,1698.66,903.57,True,point_evaluable
scene1,386,scene1_387,building1,P1,722.13,902.71,True,point_evaluable
scene1,386,scene1_387,building1,P2,183.19,957.14,True,point_evaluable
scene1,386,scene1_387,building1,P3,798.34,930.83,True,point_evaluable
scene1,387,scene1_388,person1,P1,823.93,885.61,True,point_evaluable
scene1,387,scene1_388,person1,P2,,,False,projection_invalid
scene1,387,scene1_388,person1,P3,,,False,projection_invalid
scene1,387,scene1_388,person2,P1,927.35,866.10,True,point_evaluable
scene1,387,scene1_388,person2,P2,,,False,projection_invalid
scene1,387,scene1_388,person2,P3,,,False,projection_invalid
scene1,387,scene1_388,cargo2,P1,,,False,projection_invalid
scene1,387,scene1_388,cargo2,P2,1059.13,922.37,True,point_evaluable
scene1,387,scene1_388,cargo2,P3,1073.35,921.89,True,point_evaluable
scene1,387,scene1_388,building1,P1,695.03,898.18,True,point_evaluable
scene1,387,scene1_388,building1,P2,,,False,projection_invalid
scene1,387,scene1_388,building1,P3,,,False,projection_invalid
scene1,388,scene1_389,person1,P1,823.36,895.46,True,point_evaluable
scene1,388,scene1_389,person1,P2,816.25,897.11,True,point_evaluable
scene1,388,scene1_389,person1,P3,964.44,933.77,True,point_evaluable
scene1,388,scene1_389,person2,P1,926.18,873.67,True,point_evaluable
scene1,388,scene1_389,person2,P2,919.31,875.58,True,point_evaluable
scene1,388,scene1_389,person2,P3,1067.44,918.15,True,point_evaluable
scene1,388,scene1_389,cargo2,P1,,,False,projection_invalid
scene1,388,scene1_389,cargo2,P2,,,False,projection_invalid
scene1,388,scene1_389,cargo2,P3,,,False,projection_invalid
scene1,388,scene1_389,building1,P1,694.92,910.88,True,point_evaluable
scene1,388,scene1_389,building1,P2,687.14,912.24,True,point_evaluable
scene1,388,scene1_389,building1,P3,843.08,941.10,True,point_evaluable
scene1,389,scene1_390,person1,P1,872.63,865.31,True,point_evaluable
scene1,389,scene1_390,person1,P2,769.95,848.62,True,point_evaluable
scene1,389,scene1_390,person1,P3,819.47,868.50,True,point_evaluable
scene1,389,scene1_390,forklift2,P1,1104.30,1009.16,True,point_evaluable
scene1,389,scene1_390,forklift2,P2,1009.38,984.43,True,point_evaluable
scene1,389,scene1_390,forklift2,P3,1055.48,1005.01,True,point_evaluable
scene1,389,scene1_390,forklift1,P1,941.51,954.78,True,point_evaluable
scene1,389,scene1_390,forklift1,P2,845.49,937.57,True,point_evaluable
scene1,389,scene1_390,forklift1,P3,892.17,956.51,True,point_evaluable
