scene,row_index,event_id,gt_anchor_ids,gt_points_json,gt_count,gt_mapping_status,gt_mapping_detail
scene2,25,scene2_26,"file1,person1","[{""id"":""file1"",""point"":[-0.494,-0.686,2.923]},{""id"":""person1"",""point"":[-1.38,-1.059,7.181]}]",2,valid,
scene2,26,scene2_27,chair3,"[{""id"":""chair3"",""point"":[0.018,-1.314,7.808]}]",1,valid,
scene2,27,scene2_28,"file4,printer","[{""id"":""file4"",""point"":[4.855,-0.723,1.317]},{""id"":""printer"",""point"":[1.64,-0.75,4.79]}]",2,valid,
scene2,28,scene2_29,"laptop2,desk5,person2","[{""id"":""laptop2"",""point"":[6.905,-0.868,7.203]},{""id"":""desk5"",""point"":[5.657,-0.958,2.515]},{""id"":""person2"",""point"":[3.878,-0.781,8.042]}]",3,valid,
scene2,29,scene2_30,"chair7,person3","[{""id"":""chair7"",""point"":[5.99,-1.18,6.59]},{""id"":""person3"",""point"":[10.628,-0.912,6.584]}]",2,valid,
scene2,30,scene2_31,"laptop1,desk7","[{""id"":""laptop1"",""point"":[-0.067,-0.98,2.987]},{""id"":""desk7"",""point"":[8.139,-0.89,6.121]}]",2,valid,
scene2,31,scene2_32,chair2,"[{""id"":""chair2"",""point"":[0.238,-1.128,6.095]}]",1,valid,
scene2,32,scene2_33,chair3,"[{""id"":""chair3"",""point"":[0.018,-1.314,7.808]}]",1,valid,
scene2,33,scene2_34,chair1,"[{""id"":""chair1"",""point"":[-0.951,-1.258,2.015]}]",1,valid,
scene2,34,scene2_35,"chair7,printer","[{""id"":""chair7"",""point"":[5.99,-1.18,6.59]},{""id"":""printer"",""point"":[1.64,-0.75,4.79]}]",2,valid,
scene2,35,scene2_36,"file3,person2","[{""id"":""file3"",""point"":[1.282,-1.396,4.766]},{""id"":""person2"",""point"":[3.878,-0.781,8.042]}]",2,valid,
scene2,36,scene2_37,"laptop1,person3","[{""id"":""laptop1"",""point"":[-0.067,-0.98,2.987]},{""id"":""person3"",""point"":[10.628,-0.912,6.584]}]",2,valid,
scene2,37,scene2_38,"chair5,desk3","[{""id"":""chair5"",""point"":[3.497,-1.219,2.38]},{""id"":""desk3"",""point"":[2.028,-0.856,5.976]}]",2,valid,
scene2,38,scene2_39,"file5,desk4,person3","[{""id"":""file5"",""point"":[7.184,-0.781,5.959]},{""id"":""desk4"",""point"":[4.275,-0.908,2.32]},{""id"":""person3"",""point"":[10.628,-0.912,6.584]}]",3,valid,
scene2,39,scene2_40,file5,"[{""id"":""file5"",""point"":[7.184,-0.781,5.959]}]",1,valid,
scene2,40,scene2_41,"chair2,desk5","[{""id"":""chair2"",""point"":[0.238,-1.128,6.095]},{""id"":""desk5"",""point"":[5.657,-0.958,2.515]}]",2,valid,
scene2,41,scene2_42,"file5,person3","[{""id"":""file5"",""point"":[7.184,-0.781,5.959]},{""id"":""person3"",""point"":[10.628,-0.912,6.584]}]",2,valid,
scene2,42,scene2_43,"laptop1,desk4","[{""id"":""laptop1"",""point"":[-0.067,-0.98,2.987]},{""id"":""desk4"",""point"":[4.275,-0.908,2.32]}]",2,valid,
scene2,43,scene2_44,"file1,desk2","[{""id"":""file1"",""point"":[-0.494,-0.686,2.923]},{""id"":""desk2"",""point"":[0.729,-0.992,5.47]}]",2,valid,
scene2,44,scene2_45,file3,"[{""id"":""file3"",""point"":[1.282,-1.396,4.766]}]",1,valid,
scene2,45,scene2_46,"chair8,desk6","[{""id"":""chair8"",""point"":[5.9,-1.22,8.2]},{""id"":""desk6"",""point"":[6.914,-0.828,7.119]}]",2,valid,
scene2,46,scene2_47,"file1,person3","[{""id"":""file1"",""point"":[-0.494,-0.686,2.923]},{""id"":""person3"",""point"":[10.628,-0.912,6.584]}]",2,valid,
scene2,47,scene2_48,"file4,desk4,person1","[{""id"":""file4"",""point"":[4.855,-0.723,1.317]},{""id"":""desk4"",""point"":[4.275,-0.908,2.32]},{""id"":""person1"",""point"":[-1.38,-1.059,7.181]}]",3,valid,
scene2,48,scene2_49,laptop1,"[{""id"":""laptop1"",""point"":[-0.067,-0.98,2.987]}]",1,valid,
scene2,49,scene2_50,"desk8,person3","[{""id"":""desk8"",""point"":[8.562,-0.896,2.253]},{""id"":""person3"",""point"":[10.628,-0.912,6.584]}]",2,valid,
scene2,50,scene2_51,"laptop1,person2","[{""id"":""laptop1"",""point"":[-0.067,-0.98,2.987]},{""id"":""person2"",""point"":[3.878,-0.781,8.042]}]",2,valid,
scene2,51,scene2_52,"file4,desk6","[{""id"":""file4"",""point"":[4.855,-0.723,1.317]},{""id"":""desk6"",""point"":[6.914,-0.828,7.119]}]",2,valid,
scene2,52,scene2_53,"chair3,desk7,person1","[{""id"":""chair3"",""point"":[0.018,-1.314,7.808]},{""id"":""desk7"",""point"":[8.139,-0.89,6.121]},{""id"":""person1"",""point"":[-1.38,-1.059,7.181]}]",3,valid,
scene2,53,scene2_54,"file1,person2","[{""id"":""file1"",""point"":[-0.494,-0.686,2.923]},{""id"":""person2"",""point"":[3.878,-0.781,8.042]}]",2,valid,
scene2,54,scene2_55,file3,"[{""id"":""file3"",""point"":[1.282,-1.396,4.766]}]",1,valid,
scene2,55,scene2_56,chair5,"[{""id"":""chair5"",""point"":[3.497,-1.219,2.38]}]",1,valid,
scene2,56,scene2_57,"chair7,desk5","[{""id"":""chair7"",""point"":[5.99,-1.18,6.59]},{""id"":""desk5"",""point"":[5.657,-0.958,2.515]}]",2,valid,
scene2,57,scene2_58,chair1,"[{""id"":""chair1"",""point"":[-0.951,-1.258,2.015]}]",1,valid,
scene2,58,scene2_59,"chair2,printer","[{""id"":""chair2"",""point"":[0.238,-1.128,6.095]},{""id"":""printer"",""point"":[1.64,-0.75,4.79]}]",2,valid,
scene2,59,scene2_60,"chair6,desk2","[{""id"":""chair6"",""point"":[3.497,-1.219,0.231]},{""id"":""desk2"",""point"":[0.729,-0.992,5.47]}]",2,valid,
scene2,60,scene2_61,"printer,person3","[{""id"":""printer"",""point"":[1.64,-0.75,4.79]},{""id"":""person3"",""point"":[10.628,-0.912,6.584]}]",2,valid,
scene2,61,scene2_62,"file5,printer","[{""id"":""file5"",""point"":[7.184,-0.781,5.959]},{""id"":""printer"",""point"":[1.64,-0.75,4.79]}]",2,valid,
scene2,62,scene2_63,"desk4,person3","[{""id"":""desk4"",""point"":[4.275,-0.908,2.32]},{""id"":""person3"",""point"":[10.628,-0.912,6.584]}]",2,valid,
scene2,63,scene2_64,"file1,desk4","[{""id"":""file1"",""point"":[-0.494,-0.686,2.923]},{""id"":""desk4"",""point"":[4.275,-0.908,2.32]}]",2,valid,
scene2,64,scene2_65,"laptop1,pointB,person1","[{""id"":""laptop1"",""point"":[-0.067,-0.98,2.987]},{""id"":""pointB"",""point"":[8.648,-0.781,0.658]},{""id"":""person1"",""point"":[-1.38,-1.059,7.181]}]",3,valid,
scene2,65,scene2_66,"chair5,person1","[{""id"":""chair5"",""point"":[3.497,-1.219,2.38]},{""id"":""person1"",""point"":[-1.38,-1.059,7.181]}]",2,valid,
scene2,66,scene2_67,"desk8,person2","[{""id"":""desk8"",""point"":[8.562,-0.896,2.253]},{""id"":""person2"",""point"":[3.878,-0.781,8.042]}]",2,valid,
scene2,67,scene2_68,"chair7,desk4","[{""id"":""chair7"",""point"":[5.99,-1.18,6.59]},{""id"":""desk4"",""point"":[4.275,-0.908,2.32]}]",2,valid,
scene2,68,scene2_69,"chair3,desk5","[{""id"":""chair3"",""point"":[0.018,-1.314,7.808]},{""id"":""desk5"",""point"":[5.657,-0.958,2.515]}]",2,valid,
scene2,69,scene2_70,laptop1,"[{""id"":""laptop1"",""point"":[-0.067,-0.98,2.987]}]",1,valid,
scene2,70,scene2_71,PC4,"[{""id"":""PC4"",""point"":[4.562,-0.824,2.658]}]",1,valid,
scene2,71,scene2_72,"file1,desk2","[{""id"":""file1"",""point"":[-0.494,-0.686,2.923]},{""id"":""desk2"",""point"":[0.729,-0.992,5.47]}]",2,valid,
scene2,72,scene2_73,"file4,person2","[{""id"":""file4"",""point"":[4.855,-0.723,1.317]},{""id"":""person2"",""point"":[3.878,-0.781,8.042]}]",2,valid,
scene2,73,scene2_74,desk7,"[{""id"":""desk7"",""point"":[8.139,-0.89,6.121]}]",1,valid,
scene2,74,scene2_75,"file2,person3","[{""id"":""file2"",""point"":[1.183,-0.686,5.29]},{""id"":""person3"",""point"":[10.628,-0.912,6.584]}]",2,valid,
scene2,75,scene2_76,"file4,desk2","[{""id"":""file4"",""point"":[4.855,-0.723,1.317]},{""id"":""desk2"",""point"":[0.729,-0.992,5.47]}]",2,valid,
scene2,76,scene2_77,chair1,"[{""id"":""chair1"",""point"":[-0.951,-1.258,2.015]}]",1,valid,
scene2,77,scene2_78,"chair7,desk3","[{""id"":""chair7"",""point"":[5.99,-1.18,6.59]},{""id"":""desk3"",""point"":[2.028,-0.856,5.976]}]",2,valid,
scene2,78,scene2_79,"chair1,desk6,person1","[{""id"":""chair1"",""point"":[-0.951,-1.258,2.015]},{""id"":""desk6"",""point"":[6.914,-0.828,7.119]},{""id"":""person1"",""point"":[-1.38,-1.059,7.181]}]",3,valid,
scene2,79,scene2_80,"chair4,pointB,person1","[{""id"":""chair4"",""point"":[2.571,-1.284,6.334]},{""id"":""pointB"",""point"":[8.648,-0.781,0.658]},{""id"":""person1"",""point"":[-1.38,-1.059,7.181]}]",3,valid,
scene2,80,scene2_81,"file3,person2","[{""id"":""file3"",""point"":[1.282,-1.396,4.766]},{""id"":""person2"",""point"":[3.878,-0.781,8.042]}]",2,valid,
scene2,81,scene2_82,"laptop2,desk5","[{""id"":""laptop2"",""point"":[6.905,-0.868,7.203]},{""id"":""desk5"",""point"":[5.657,-0.958,2.515]}]",2,valid,
scene2,82,scene2_83,"laptop2,desk7,person3","[{""id"":""laptop2"",""point"":[6.905,-0.868,7.203]},{""id"":""desk7"",""point"":[8.139,-0.89,6.121]},{""id"":""person3"",""point"":[10.628,-0.912,6.584]}]",3,valid,
scene2,83,scene2_84,"file5,pointA","[{""id"":""file5"",""point"":[7.184,-0.781,5.959]},{""id"":""pointA"",""point"":[-1.063,-1.58,4.77]}]",2,valid,
scene2,84,scene2_85,"chair4,pointB,person1","[{""id"":""chair4"",""point"":[2.571,-1.284,6.334]},{""id"":""pointB"",""point"":[8.648,-0.781,0.658]},{""id"":""person1"",""point"":[-1.38,-1.059,7.181]}]",3,valid,
scene2,85,scene2_86,"laptop1,desk5","[{""id"":""laptop1"",""point"":[-0.067,-0.98,2.987]},{""id"":""desk5"",""point"":[5.657,-0.958,2.515]}]",2,valid,
scene2,86,scene2_87,chair4,"[{""id"":""chair4"",""point"":[2.571,-1.284,6.334]}]",1,valid,
scene2,87,scene2_88,chair8,"[{""id"":""chair8"",""point"":[5.9,-1.22,8.2]}]",1,valid,
scene2,88,scene2_89,"file1,person3","[{""id"":""file1"",""point"":[-0.494,-0.686,2.923]},{""id"":""person3"",""point"":[10.628,-0.912,6.584]}]",2,valid,
scene2,89,scene2_90,file5,"[{""id"":""file5"",""point"":[7.184,-0.781,5.959]}]",1,valid,
scene2,90,scene2_91,chair3,"[{""id"":""chair3"",""point"":[0.018,-1.314,7.808]}]",1,valid,
scene2,91,scene2_92,PC1,"[{""id"":""PC1"",""point"":[-1.687,-0.822,2.645]}]",1,valid,
scene2,92,scene2_93,"chair8,person2","[{""id"":""chair8"",""point"":[5.9,-1.22,8.2]},{""id"":""person2"",""point"":[3.878,-0.781,8.042]}]",2,valid,
scene2,93,scene2_94,"chair8,desk7,person1","[{""id"":""chair8"",""point"":[5.9,-1.22,8.2]},{""id"":""desk7"",""point"":[8.139,-0.89,6.121]},{""id"":""person1"",""point"":[-1.38,-1.059,7.181]}]",3,valid,
scene2,94,scene2_95,"chair8,door1,person3","[{""id"":""chair8"",""point"":[5.9,-1.22,8.2]},{""id"":""door1"",""point"":[11.08,-0.252,3.98]},{""id"":""person3"",""point"":[10.628,-0.912,6.584]}]",3,valid,
scene2,95,scene2_96,"chair2,desk6","[{""id"":""chair2"",""point"":[0.238,-1.128,6.095]},{""id"":""desk6"",""point"":[6.914,-0.828,7.119]}]",2,valid,
scene2,96,scene2_97,desk2,"[{""id"":""desk2"",""point"":[0.729,-0.992,5.47]}]",1,valid,
scene2,97,scene2_98,chair1,"[{""id"":""chair1"",""point"":[-0.951,-1.258,2.015]}]",1,valid,
scene2,98,scene2_99,"file3,person3","[{""id"":""file3"",""point"":[1.282,-1.396,4.766]},{""id"":""person3"",""point"":[10.628,-0.912,6.584]}]",2,valid,
scene2,99,scene2_100,chair6,"[{""id"":""chair6"",""point"":[3.497,-1.219,0.231]}]",1,valid,
scene2,100,scene2_101,"chair8,printer,person3","[{""id"":""chair8"",""point"":[5.9,-1.22,8.2]},{""id"":""printer"",""point"":[1.64,-0.75,4.79]},{""id"":""person3"",""point"":[10.628,-0.912,6.584]}]",3,valid,
scene2,101,scene2_102,"chair1,door1","[{""id"":""chair1"",""point"":[-0.951,-1.258,2.015]},{""id"":""door1"",""point"":[11.08,-0.252,3.98]}]",2,valid,
scene2,102,scene2_103,door1,"[{""id"":""door1"",""point"":[11.08,-0.252,3.98]}]",1,valid,
scene2,103,scene2_104,laptop2,"[{""id"":""laptop2"",""point"":[6.905,-0.868,7.203]}]",1,valid,
scene2,104,scene2_105,"chair5,desk2","[{""id"":""chair5"",""point"":[3.497,-1.219,2.38]},{""id"":""desk2"",""point"":[0.729,-0.992,5.47]}]",2,valid,
scene2,105,scene2_106,"desk2,person1","[{""id"":""desk2"",""point"":[0.729,-0.992,5.47]},{""id"":""person1"",""point"":[-1.38,-1.059,7.181]}]",2,valid,
scene2,106,scene2_107,"laptop2,desk5,person2","[{""id"":""laptop2"",""point"":[6.905,-0.868,7.203]},{""id"":""desk5"",""point"":[5.657,-0.958,2.515]},{""id"":""person2"",""point"":[3.878,-0.781,8.042]}]",3,valid,
scene2,107,scene2_108,"chair1,person2","[{""id"":""chair1"",""point"":[-0.951,-1.258,2.015]},{""id"":""person2"",""point"":[3.878,-0.781,8.042]}]",2,valid,
scene2,108,scene2_109,PC4,"[{""id"":""PC4"",""point"":[4.562,-0.824,2.658]}]",1,valid,
scene2,109,scene2_110,PC3,"[{""id"":""PC3"",""point"":[1.75,-0.829,5.973]}]",1,valid,
scene2,110,scene2_111,lamp2,"[{""id"":""lamp2"",""point"":[1.061,-0.845,7.19]}]",1,valid,
scene2,111,scene2_112,"laptop2,desk8,person2","[{""id"":""laptop2"",""point"":[6.905,-0.868,7.203]},{""id"":""desk8"",""point"":[8.562,-0.896,2.253]},{""id"":""person2"",""point"":[3.878,-0.781,8.042]}]",3,valid,
scene2,112,scene2_113,"laptop2,desk8,person1","[{""id"":""laptop2"",""point"":[6.905,-0.868,7.203]},{""id"":""desk8"",""point"":[8.562,-0.896,2.253]},{""id"":""person1"",""point"":[-1.38,-1.059,7.181]}]",3,valid,
scene2,113,scene2_114,PC1,"[{""id"":""PC1"",""point"":[-1.687,-0.822,2.645]}]",1,valid,
scene2,114,scene2_115,file2,"[{""id"":""file2"",""point"":[1.183,-0.686,5.29]}]",1,valid,
scene2,115,scene2_116,"chair6,person2","[{""id"":""chair6"",""point"":[3.497,-1.219,0.231]},{""id"":""person2"",""point"":[3.878,-0.781,8.042]}]",2,valid,
scene2,116,scene2_117,"chair1,desk4,person3","[{""id"":""chair1"",""point"":[-0.951,-1.258,2.015]},{""id"":""desk4"",""point"":[4.275,-0.908,2.32]},{""id"":""person3"",""point"":[10.628,-0.912,6.584]}]",3,valid,
scene2,117,scene2_118,PC2,"[{""id"":""PC2"",""point"":[1.08,-0.832,6.021]}]",1,valid,
scene2,118,scene2_119,PC3,"[{""id"":""PC3"",""point"":[1.75,-0.829,5.973]}]",1,valid,
scene2,119,scene2_120,lamp2,"[{""id"":""lamp2"",""point"":[1.061,-0.845,7.19]}]",1,valid,
scene2,120,scene2_121,PC4,"[{""id"":""PC4"",""point"":[4.562,-0.824,2.658]}]",1,valid,
scene2,121,scene2_122,"laptop2,pointC","[{""id"":""laptop2"",""point"":[6.905,-0.868,7.203]},{""id"":""pointC"",""point"":[4.291,-0.901,-0.076]}]",2,valid,
scene2,122,scene2_123,"chair5,desk8,person1","[{""id"":""chair5"",""point"":[3.497,-1.219,2.38]},{""id"":""desk8"",""point"":[8.562,-0.896,2.253]},{""id"":""person1"",""point"":[-1.38,-1.059,7.181]}]",3,valid,
scene2,123,scene2_124,"file3,person2","[{""id"":""file3"",""point"":[1.282,-1.396,4.766]},{""id"":""person2"",""point"":[3.878,-0.781,8.042]}]",2,valid,
scene2,124,scene2_125,"desk1,person1","[{""id"":""desk1"",""point"":[-1.04,-1.16,2.983]},{""id"":""person1"",""point"":[-1.38,-1.059,7.181]}]",2,valid,
scene2,125,scene2_126,"chair6,pointA,person2","[{""id"":""chair6"",""point"":[3.497,-1.219,0.231]},{""id"":""pointA"",""point"":[-1.063,-1.58,4.77]},{""id"":""person2"",""point"":[3.878,-0.781,8.042]}]",3,valid,
scene2,126,scene2_127,"chair2,desk8","[{""id"":""chair2"",""point"":[0.238,-1.128,6.095]},{""id"":""desk8"",""point"":[8.562,-0.896,2.253]}]",2,valid,
scene2,127,scene2_128,PC6,"[{""id"":""PC6"",""point"":[7.173,-0.802,6.409]}]",1,valid,
scene2,128,scene2_129,"file5,pointC,person3","[{""id"":""file5"",""point"":[7.184,-0.781,5.959]},{""id"":""pointC"",""point"":[4.291,-0.901,-0.076]},{""id"":""person3"",""point"":[10.628,-0.912,6.584]}]",3,valid,
scene2,129,scene2_130,"file5,door1","[{""id"":""file5"",""point"":[7.184,-0.781,5.959]},{""id"":""door1"",""point"":[11.08,-0.252,3.98]}]",2,valid,
scene2,130,scene2_131,"file5,person1","[{""id"":""file5"",""point"":[7.184,-0.781,5.959]},{""id"":""person1"",""point"":[-1.38,-1.059,7.181]}]",2,valid,
scene2,131,scene2_132,laptop1,"[{""id"":""laptop1"",""point"":[-0.067,-0.98,2.987]}]",1,valid,
scene2,132,scene2_133,"file3,person2","[{""id"":""file3"",""point"":[1.282,-1.396,4.766]},{""id"":""person2"",""point"":[3.878,-0.781,8.042]}]",2,valid,
scene2,133,scene2_134,"file4,person3","[{""id"":""file4"",""point"":[4.855,-0.723,1.317]},{""id"":""person3"",""point"":[10.628,-0.912,6.584]}]",2,valid,
scene2,134,scene2_135,"file1,person1","[{""id"":""file1"",""point"":[-0.494,-0.686,2.923]},{""id"":""person1"",""point"":[-1.38,-1.059,7.181]}]",2,valid,
scene2,135,scene2_136,PC5,"[{""id"":""PC5"",""point"":[4.777,-0.813,0.443]}]",1,valid,
scene2,136,scene2_137,"PC5,person3","[{""id"":""PC5"",""point"":[4.777,-0.813,0.443]},{""id"":""person3"",""point"":[10.628,-0.912,6.584]}]",2,valid,
scene2,137,scene2_138,"chair6,desk1","[{""id"":""chair6"",""point"":[3.497,-1.219,0.231]},{""id"":""desk1"",""point"":[-1.04,-1.16,2.983]}]",2,valid,
scene2,138,scene2_139,"chair4,desk8","[{""id"":""chair4"",""point"":[2.571,-1.284,6.334]},{""id"":""desk8"",""point"":[8.562,-0.896,2.253]}]",2,valid,
scene2,139,scene2_140,"chair7,desk7,person2","[{""id"":""chair7"",""point"":[5.99,-1.18,6.59]},{""id"":""desk7"",""point"":[8.139,-0.89,6.121]},{""id"":""person2"",""point"":[3.878,-0.781,8.042]}]",3,valid,
scene2,140,scene2_141,chair3,"[{""id"":""chair3"",""point"":[0.018,-1.314,7.808]}]",1,valid,
scene2,141,scene2_142,chair5,"[{""id"":""chair5"",""point"":[3.497,-1.219,2.38]}]",1,valid,
scene2,142,scene2_143,"chair3,pointA","[{""id"":""chair3"",""point"":[0.018,-1.314,7.808]},{""id"":""pointA"",""point"":[-1.063,-1.58,4.77]}]",2,valid,
scene2,143,scene2_144,"desk1,person1","[{""id"":""desk1"",""point"":[-1.04,-1.16,2.983]},{""id"":""person1"",""point"":[-1.38,-1.059,7.181]}]",2,valid,
scene2,144,scene2_145,chair2,"[{""id"":""chair2"",""point"":[0.238,-1.128,6.095]}]",1,valid,
scene2,145,scene2_146,"file2,printer,person2","[{""id"":""file2"",""point"":[1.183,-0.686,5.29]},{""id"":""printer"",""point"":[1.64,-0.75,4.79]},{""id"":""person2"",""point"":[3.878,-0.781,8.042]}]",3,valid,
scene2,146,scene2_147,"chair4,desk6","[{""id"":""chair4"",""point"":[2.571,-1.284,6.334]},{""id"":""desk6"",""point"":[6.914,-0.828,7.119]}]",2,valid,
scene2,147,scene2_148,chair2,"[{""id"":""chair2"",""point"":[0.238,-1.128,6.095]}]",1,valid,
scene2,148,scene2_149,"chair6,desk3","[{""id"":""chair6"",""point"":[3.497,-1.219,0.231]},{""id"":""desk3"",""point"":[2.028,-0.856,5.976]}]",2,valid,
scene2,149,scene2_150,"chair8,desk1","[{""id"":""chair8"",""point"":[5.9,-1.22,8.2]},{""id"":""desk1"",""point"":[-1.04,-1.16,2.983]}]",2,valid,
scene2,150,scene2_151,"file3,printer","[{""id"":""file3"",""point"":[1.282,-1.396,4.766]},{""id"":""printer"",""point"":[1.64,-0.75,4.79]}]",2,valid,
scene2,151,scene2_152,"laptop1,desk7,person1","[{""id"":""laptop1"",""point"":[-0.067,-0.98,2.987]},{""id"":""desk7"",""point"":[8.139,-0.89,6.121]},{""id"":""person1"",""point"":[-1.38,-1.059,7.181]}]",3,valid,
scene2,152,scene2_153,desk4,"[{""id"":""desk4"",""point"":[4.275,-0.908,2.32]}]",1,valid,
scene2,153,scene2_154,chair5,"[{""id"":""chair5"",""point"":[3.497,-1.219,2.38]}]",1,valid,
scene2,154,scene2_155,"chair4,door1","[{""id"":""chair4"",""point"":[2.571,-1.284,6.334]},{""id"":""door1"",""point"":[11.08,-0.252,3.98]}]",2,valid,
scene2,155,scene2_156,"laptop2,person1","[{""id"":""laptop2"",""point"":[6.905,-0.868,7.203]},{""id"":""person1"",""point"":[-1.38,-1.059,7.181]}]",2,valid,
scene2,156,scene2_157,"file1,person3","[{""id"":""file1"",""point"":[-0.494,-0.686,2.923]},{""id"":""person3"",""point"":[10.628,-0.912,6.584]}]",2,valid,
scene2,157,scene2_158,"chair3,desk3","[{""id"":""chair3"",""point"":[0.018,-1.314,7.808]},{""id"":""desk3"",""point"":[2.028,-0.856,5.976]}]",2,valid,
scene2,158,scene2_159,"file1,desk5","[{""id"":""file1"",""point"":[-0.494,-0.686,2.923]},{""id"":""desk5"",""point"":[5.657,-0.958,2.515]}]",2,valid,
scene2,159,scene2_160,"chair3,printer,person1","[{""id"":""chair3"",""point"":[0.018,-1.314,7.808]},{""id"":""printer"",""point"":[1.64,-0.75,4.79]},{""id"":""person1"",""point"":[-1.38,-1.059,7.181]}]",3,valid,
scene2,160,scene2_161,"file1,desk4,person3","[{""id"":""file1"",""point"":[-0.494,-0.686,2.923]},{""id"":""desk4"",""point"":[4.275,-0.908,2.32]},{""id"":""person3"",""point"":[10.628,-0.912,6.584]}]",3,valid,
scene2,161,scene2_162,desk2,"[{""id"":""desk2"",""point"":[0.729,-0.992,5.47]}]",1,valid,
scene2,162,scene2_163,door1,"[{""id"":""door1"",""point"":[11.08,-0.252,3.98]}]",1,valid,
scene2,163,scene2_164,file2,"[{""id"":""file2"",""point"":[1.183,-0.686,5.29]}]",1,valid,
scene2,164,scene2_165,desk1,"[{""id"":""desk1"",""point"":[-1.04,-1.16,2.983]}]",1,valid,
scene2,165,scene2_166,"file2,desk3","[{""id"":""file2"",""point"":[1.183,-0.686,5.29]},{""id"":""desk3"",""point"":[2.028,-0.856,5.976]}]",2,valid,
scene2,166,scene2_167,"laptop2,desk1","[{""id"":""laptop2"",""point"":[6.905,-0.868,7.203]},{""id"":""desk1"",""point"":[-1.04,-1.16,2.983]}]",2,valid,
scene2,167,scene2_168,"file5,door1","[{""id"":""file5"",""point"":[7.184,-0.781,5.959]},{""id"":""door1"",""point"":[11.08,-0.252,3.98]}]",2,valid,
scene2,168,scene2_169,"file3,person2","[{""id"":""file3"",""point"":[1.282,-1.396,4.766]},{""id"":""person2"",""point"":[3.878,-0.781,8.042]}]",2,valid,
scene2,169,scene2_170,"chair1,person3","[{""id"":""chair1"",""point"":[-0.951,-1.258,2.015]},{""id"":""person3"",""point"":[10.628,-0.912,6.584]}]",2,valid,
scene2,170,scene2_171,desk6,"[{""id"":""desk6"",""point"":[6.914,-0.828,7.119]}]",1,valid,
scene2,171,scene2_172,"file5,person3","[{""id"":""file5"",""point"":[7.184,-0.781,5.959]},{""id"":""person3"",""point"":[10.628,-0.912,6.584]}]",2,valid,
scene2,172,scene2_173,chair4,"[{""id"":""chair4"",""point"":[2.571,-1.284,6.334]}]",1,valid,
scene2,173,scene2_174,"chair8,printer","[{""id"":""chair8"",""point"":[5.9,-1.22,8.2]},{""id"":""printer"",""point"":[1.64,-0.75,4.79]}]",2,valid,
scene2,174,scene2_175,"desk1,person3","[{""id"":""desk1"",""point"":[-1.04,-1.16,2.983]},{""id"":""person3"",""point"":[10.628,-0.912,6.584]}]",2,valid,
scene2,175,scene2_176,desk6,"[{""id"":""desk6"",""point"":[6.914,-0.828,7.119]}]",1,valid,
scene2,176,scene2_177,"chair5,desk2,person3","[{""id"":""chair5"",""point"":[3.497,-1.219,2.38]},{""id"":""desk2"",""point"":[0.729,-0.992,5.47]},{""id"":""person3"",""point"":[10.628,-0.912,6.584]}]",3,valid,
scene2,177,scene2_178,"laptop2,desk3","[{""id"":""laptop2"",""point"":[6.905,-0.868,7.203]},{""id"":""desk3"",""point"":[2.028,-0.856,5.976]}]",2,valid,
scene2,178,scene2_179,"chair8,desk1","[{""id"":""chair8"",""point"":[5.9,-1.22,8.2]},{""id"":""desk1"",""point"":[-1.04,-1.16,2.983]}]",2,valid,
scene2,179,scene2_180,chair3,"[{""id"":""chair3"",""point"":[0.018,-1.314,7.808]}]",1,valid,
scene2,180,scene2_181,lamp3,"[{""id"":""lamp3"",""point"":[4.644,-0.832,2.26]}]",1,valid,
scene2,181,scene2_182,chair5,"[{""id"":""chair5"",""point"":[3.497,-1.219,2.38]}]",1,valid,
scene2,182,scene2_183,"file5,person1","[{""id"":""file5"",""point"":[7.184,-0.781,5.959]},{""id"":""person1"",""point"":[-1.38,-1.059,7.181]}]",2,valid,
scene2,183,scene2_184,"PC5,person1","[{""id"":""PC5"",""point"":[4.777,-0.813,0.443]},{""id"":""person1"",""point"":[-1.38,-1.059,7.181]}]",2,valid,
scene2,184,scene2_185,"laptop2,desk2","[{""id"":""laptop2"",""point"":[6.905,-0.868,7.203]},{""id"":""desk2"",""point"":[0.729,-0.992,5.47]}]",2,valid,
scene2,185,scene2_186,"laptop2,pointC","[{""id"":""laptop2"",""point"":[6.905,-0.868,7.203]},{""id"":""pointC"",""point"":[4.291,-0.901,-0.076]}]",2,valid,
scene2,186,scene2_187,"file4,person1","[{""id"":""file4"",""point"":[4.855,-0.723,1.317]},{""id"":""person1"",""point"":[-1.38,-1.059,7.181]}]",2,valid,
scene2,187,scene2_188,chair4,"[{""id"":""chair4"",""point"":[2.571,-1.284,6.334]}]",1,valid,
scene2,188,scene2_189,chair6,"[{""id"":""chair6"",""point"":[3.497,-1.219,0.231]}]",1,valid,
scene2,189,scene2_190,"chair1,desk3","[{""id"":""chair1"",""point"":[-0.951,-1.258,2.015]},{""id"":""desk3"",""point"":[2.028,-0.856,5.976]}]",2,valid,
scene2,190,scene2_191,"file5,desk1,person3","[{""id"":""file5"",""point"":[7.184,-0.781,5.959]},{""id"":""desk1"",""point"":[-1.04,-1.16,2.983]},{""id"":""person3"",""point"":[10.628,-0.912,6.584]}]",3,valid,
scene2,191,scene2_192,"chair1,person1","[{""id"":""chair1"",""point"":[-0.951,-1.258,2.015]},{""id"":""person1"",""point"":[-1.38,-1.059,7.181]}]",2,valid,
