scene,row_index,unified_id,panel_id,status,mask_fraction,nearest_sample_time,target_sample_time,masked_file_exists,model_input_uses_masked_path,mask_version
scene1,755,scene1::755,P2,masked,0.12046034,4.397353,4.397,True,True,hand_mask_v1
scene1,755,scene1::755,P3,masked,0.1499528,6.882324,6.882,True,True,hand_mask_v1
scene1,756,scene1::756,P1,masked,0.17041016,1.918166,1.918,True,True,hand_mask_v1
scene1,756,scene1::756,P2,masked,0.17598796,3.404885,3.405,True,True,hand_mask_v1
scene1,756,scene1::756,P3,masked,0.17251519,4.905225,4.905,True,True,hand_mask_v1
scene1,757,scene1::757,P1,masked,0.06256836,3.942875,3.943,True,True,hand_mask_v1
scene1,757,scene1::757,P2,masked,0.06196208,4.687924,4.688,True,True,hand_mask_v1
scene1,757,scene1::757,P3,masked,0.06121853,6.971678,6.972,True,True,hand_mask_v1
scene1,758,scene1::758,P1,masked,0.19244195,1.471892,1.472,True,True,hand_mask_v1
scene1,758,scene1::758,P2,masked,0.18672173,2.470628,2.471,True,True,hand_mask_v1
scene1,758,scene1::758,P3,masked,0.17906304,4.490300,4.490,True,True,hand_mask_v1
scene1,759,scene1::759,P1,masked,0.186435,6.328743,6.329,True,True,hand_mask_v1
scene1,759,scene1::759,P2,masked,0.18336995,7.905375,7.905,True,True,hand_mask_v1
scene1,759,scene1::759,P3,masked,0.18929091,8.405582,8.406,True,True,hand_mask_v1
scene1,760,scene1::760,P1,masked,0.17233046,4.671490,4.671,True,True,hand_mask_v1
scene1,760,scene1::760,P2,masked,0.21779243,5.219779,5.220,True,True,hand_mask_v1
scene1,760,scene1::760,P3,masked,0.19479031,6.205157,6.205,True,True,hand_mask_v1
scene1,761,scene1::761,P1,masked,0.0569675,2.002107,2.002,True,True,hand_mask_v1
scene1,761,scene1::761,P2,masked,0.16963732,4.501627,4.502,True,True,hand_mask_v1
scene1,761,scene1::761,P3,masked,0.21768256,7.448280,7.448,True,True,hand_mask_v1
scene1,762,scene1::762,P1,masked,0.16749973,2.263308,2.263,True,True,hand_mask_v1
scene1,762,scene1::762,P2,masked,0.06760851,4.321862,4.322,True,True,hand_mask_v1
scene1,762,scene1::762,P3,masked,0.16967041,5.754610,5.755,True,True,hand_mask_v1
scene1,763,scene1::763,P1,masked,0.22829319,4.365747,4.366,True,True,hand_mask_v1
scene1,763,scene1::763,P2,masked,0.22850749,4.921357,4.921,True,True,hand_mask_v1
scene1,763,scene1::763,P3,masked,0.16899685,6.902354,6.902,True,True,hand_mask_v1
scene1,764,scene1::764,P1,masked,0.21157932,1.461987,1.462,True,True,hand_mask_v1
scene1,764,scene1::764,P2,masked,0.2118202,3.896391,3.896,True,True,hand_mask_v1
scene1,764,scene1::764,P3,masked,0.21566026,4.453841,4.454,True,True,hand_mask_v1
scene1,765,scene1::765,P1,masked,0.22974447,1.790792,1.791,True,True,hand_mask_v1
scene1,765,scene1::765,P2,masked,0.13005452,4.752728,4.753,True,True,hand_mask_v1
scene1,765,scene1::765,P3,masked,0.21042372,6.716226,6.716,True,True,hand_mask_v1
scene1,766,scene1::766,P1,masked,0.17198405,4.266266,4.266,True,True,hand_mask_v1
scene1,766,scene1::766,P2,masked,0.16862061,4.766363,4.766,True,True,hand_mask_v1
scene1,766,scene1::766,P3,masked,0.31807346,7.254176,7.254,True,True,hand_mask_v1
scene1,767,scene1::767,P1,masked,0.19001845,4.141988,4.142,True,True,hand_mask_v1
scene1,767,scene1::767,P2,masked,0.1883431,4.689629,4.690,True,True,hand_mask_v1
scene1,767,scene1::767,P3,masked,0.09383708,7.647556,7.648,True,True,hand_mask_v1
scene1,768,scene1::768,P1,masked,0.14111572,2.624061,2.624,True,True,hand_mask_v1
scene1,768,scene1::768,P2,masked,0.14557997,3.589130,3.589,True,True,hand_mask_v1
scene1,768,scene1::768,P3,masked,0.22667779,5.540786,5.541,True,True,hand_mask_v1
scene1,769,scene1::769,P1,masked,0.13218913,2.340633,2.341,True,True,hand_mask_v1
scene1,769,scene1::769,P2,masked,0.12551459,2.841363,2.841,True,True,hand_mask_v1
scene1,769,scene1::769,P3,masked,0.14502767,7.394299,7.394,True,True,hand_mask_v1
scene1,770,scene1::770,P1,masked,0.18882433,3.707357,3.707,True,True,hand_mask_v1
scene1,770,scene1::770,P2,masked,0.2091748,6.260842,6.261,True,True,hand_mask_v1
scene1,770,scene1::770,P3,masked,0.2120421,6.785481,6.785,True,True,hand_mask_v1
scene1,771,scene1::771,P1,masked,0.14142687,2.912918,2.913,True,True,hand_mask_v1
scene1,771,scene1::771,P2,masked,0.1505995,3.913434,3.913,True,True,hand_mask_v1
scene1,771,scene1::771,P3,masked,0.18202881,7.913776,7.914,True,True,hand_mask_v1
scene1,772,scene1::772,P1,masked,0.1495695,5.102487,5.102,True,True,hand_mask_v1
scene1,772,scene1::772,P2,masked,0.15018175,6.644910,6.645,True,True,hand_mask_v1
scene1,772,scene1::772,P3,masked,0.21760824,8.645274,8.645,True,True,hand_mask_v1
scene1,773,scene1::773,P1,masked,0.16440348,2.444088,2.444,True,True,hand_mask_v1
scene1,773,scene1::773,P2,masked,0.18550049,4.435605,4.436,True,True,hand_mask_v1
scene1,773,scene1::773,P3,masked,0.2138303,6.435720,6.436,True,True,hand_mask_v1
scene1,774,scene1::774,P1,masked,0.14830187,1.723011,1.723,True,True,hand_mask_v1
scene1,774,scene1::774,P2,masked,0.1577181,2.823653,2.824,True,True,hand_mask_v1
scene1,774,scene1::774,P3,masked,0.16699734,4.239320,4.239,True,True,hand_mask_v1
scene1,775,scene1::775,P1,masked,0.10723199,1.508273,1.508,True,True,hand_mask_v1
scene1,775,scene1::775,P2,masked,0.14980686,6.956244,6.956,True,True,hand_mask_v1
scene1,775,scene1::775,P3,masked,0.1590644,7.464295,7.464,True,True,hand_mask_v1
scene1,776,scene1::776,P1,masked,0.21596191,2.261661,2.262,True,True,hand_mask_v1
scene1,776,scene1::776,P2,masked,0.14305908,3.699145,3.699,True,True,hand_mask_v1
scene1,776,scene1::776,P3,masked,0.16769504,7.308674,7.309,True,True,hand_mask_v1
scene1,777,scene1::777,P1,masked,0.2030797,4.940450,4.940,True,True,hand_mask_v1
scene1,777,scene1::777,P2,masked,0.06899658,9.429529,9.430,True,True,hand_mask_v1
scene1,777,scene1::777,P3,masked,0.07024197,10.420569,10.421,True,True,hand_mask_v1
scene1,778,scene1::778,P1,masked,0.16682617,1.966464,1.966,True,True,hand_mask_v1
scene1,778,scene1::778,P2,masked,0.16743951,2.519985,2.520,True,True,hand_mask_v1
scene1,778,scene1::778,P3,masked,0.18170654,5.052239,5.052,True,True,hand_mask_v1
scene1,779,scene1::779,P1,masked,0.14874729,4.038252,4.038,True,True,hand_mask_v1
scene1,779,scene1::779,P2,masked,0.15466254,6.024715,6.025,True,True,hand_mask_v1
scene1,779,scene1::779,P3,masked,0.153868,9.050823,9.051,True,True,hand_mask_v1
scene1,780,scene1::780,P1,masked,0.20374837,2.031626,2.032,True,True,hand_mask_v1
scene1,780,scene1::780,P2,masked,0.19597711,2.586991,2.587,True,True,hand_mask_v1
scene1,780,scene1::780,P3,masked,0.19610867,4.024425,4.024,True,True,hand_mask_v1
scene1,781,scene1::781,P1,masked,0.17446099,4.415129,4.415,True,True,hand_mask_v1
scene1,781,scene1::781,P2,masked,0.15797689,7.927901,7.928,True,True,hand_mask_v1
scene1,781,scene1::781,P3,masked,0.16290961,9.928796,9.929,True,True,hand_mask_v1
scene1,782,scene1::782,P1,masked,0.14694689,2.926757,2.927,True,True,hand_mask_v1
scene1,782,scene1::782,P2,masked,0.14871609,3.479686,3.480,True,True,hand_mask_v1
scene1,782,scene1::782,P3,masked,0.15025038,4.925714,4.926,True,True,hand_mask_v1
scene1,783,scene1::783,P1,masked,0.19919569,5.525377,5.525,True,True,hand_mask_v1
scene1,783,scene1::783,P2,masked,0.19665527,7.067300,7.067,True,True,hand_mask_v1
scene1,783,scene1::783,P3,masked,0.19711806,8.499120,8.499,True,True,hand_mask_v1
scene1,784,scene1::784,P1,masked,0.17368435,3.856896,3.857,True,True,hand_mask_v1
scene1,784,scene1::784,P2,masked,0.17465712,4.860056,4.860,True,True,hand_mask_v1
scene1,784,scene1::784,P3,masked,0.17792914,6.840451,6.840,True,True,hand_mask_v1
scene1,785,scene1::785,P1,masked,0.17973497,4.618694,4.619,True,True,hand_mask_v1
scene1,785,scene1::785,P2,masked,0.16672119,6.123825,6.124,True,True,hand_mask_v1
scene1,785,scene1::785,P3,masked,0.20461806,8.574275,8.574,True,True,hand_mask_v1
scene1,786,scene1::786,P1,masked,0.21273438,2.254998,2.255,True,True,hand_mask_v1
scene1,786,scene1::786,P2,masked,0.21050022,2.801959,2.802,True,True,hand_mask_v1
scene1,786,scene1::786,P3,masked,0.21172038,4.232312,4.232,True,True,hand_mask_v1
scene1,787,scene1::787,P1,masked,0.16132433,2.434600,2.435,True,True,hand_mask_v1
scene1,787,scene1::787,P2,masked,0.17239258,6.849028,6.849,True,True,hand_mask_v1
scene1,787,scene1::787,P3,masked,0.16978814,7.428155,7.428,True,True,hand_mask_v1
scene1,788,scene1::788,P1,masked,0.14975288,1.841777,1.842,True,True,hand_mask_v1
scene1,788,scene1::788,P2,masked,0.16581407,3.391248,3.391,True,True,hand_mask_v1
scene1,788,scene1::788,P3,masked,0.16086643,4.572414,4.572,True,True,hand_mask_v1
scene1,789,scene1::789,P1,masked,0.18077989,7.835060,7.835,True,True,hand_mask_v1
scene1,789,scene1::789,P2,masked,0.17894423,9.349853,9.350,True,True,hand_mask_v1
scene1,789,scene1::789,P3,masked,0.17275526,9.850100,9.850,True,True,hand_mask_v1
scene1,790,scene1::790,P1,masked,0.15103326,1.508425,1.508,True,True,hand_mask_v1
scene1,790,scene1::790,P2,masked,0.15450033,2.548167,2.548,True,True,hand_mask_v1
scene1,790,scene1::790,P3,masked,0.14732151,3.615187,3.615,True,True,hand_mask_v1
scene1,791,scene1::791,P1,masked,0.06359863,1.432633,1.433,True,True,hand_mask_v1
scene1,791,scene1::791,P2,masked,0.18640137,3.947203,3.947,True,True,hand_mask_v1
scene1,791,scene1::791,P3,masked,0.18320936,4.794013,4.794,True,True,hand_mask_v1
scene1,792,scene1::792,P1,masked,0.16571669,2.695748,2.696,True,True,hand_mask_v1
scene1,792,scene1::792,P2,masked,0.1670695,3.195897,3.196,True,True,hand_mask_v1
scene1,792,scene1::792,P3,masked,0.05472656,7.205215,7.205,True,True,hand_mask_v1
scene1,793,scene1::793,P1,masked,0.16264594,3.922302,3.922,True,True,hand_mask_v1
scene1,793,scene1::793,P2,masked,0.17579644,5.922571,5.923,True,True,hand_mask_v1
scene1,793,scene1::793,P3,masked,0.17539632,7.923276,7.923,True,True,hand_mask_v1
scene1,794,scene1::794,P1,masked,0.18988715,4.396721,4.397,True,True,hand_mask_v1
scene1,794,scene1::794,P2,masked,0.18946669,5.399382,5.399,True,True,hand_mask_v1
scene1,794,scene1::794,P3,masked,0.19261909,5.955172,5.955,True,True,hand_mask_v1
scene1,795,scene1::795,P1,masked,0.19150228,2.318503,2.319,True,True,hand_mask_v1
scene1,795,scene1::795,P2,masked,0.17420437,4.442377,4.442,True,True,hand_mask_v1
scene1,795,scene1::795,P3,masked,0.17720025,5.366509,5.367,True,True,hand_mask_v1
scene1,796,scene1::796,P1,masked,0.16493056,1.906894,1.907,True,True,hand_mask_v1
scene1,796,scene1::796,P2,masked,0.06379069,5.901899,5.902,True,True,hand_mask_v1
scene1,796,scene1::796,P3,masked,0.11121311,8.010499,8.010,True,True,hand_mask_v1
scene1,797,scene1::797,P1,masked,0.14488525,2.235041,2.235,True,True,hand_mask_v1
scene1,797,scene1::797,P2,masked,0.14990723,4.683584,4.684,True,True,hand_mask_v1
scene1,797,scene1::797,P3,masked,0.16194173,7.797533,7.798,True,True,hand_mask_v1
scene1,798,scene1::798,P1,masked,0.20717394,1.487331,1.487,True,True,hand_mask_v1
scene1,798,scene1::798,P2,masked,0.18331977,3.595631,3.596,True,True,hand_mask_v1
scene1,798,scene1::798,P3,masked,0.23600749,5.586887,5.587,True,True,hand_mask_v1
scene1,799,scene1::799,P1,masked,0.19077582,5.295098,5.295,True,True,hand_mask_v1
scene1,799,scene1::799,P2,masked,0.19109456,6.281147,6.281,True,True,hand_mask_v1
scene1,799,scene1::799,P3,masked,0.19512858,8.781206,8.781,True,True,hand_mask_v1
scene2,0,scene2::0,P1,masked,0.11656603,1.301794,1.302,True,True,hand_mask_v1
scene2,0,scene2::0,P2,masked,0.12258572,2.301662,2.302,True,True,hand_mask_v1
scene2,0,scene2::0,P3,masked,0.52845974,2.857010,2.857,True,True,hand_mask_v1
scene2,1,scene2::1,P1,masked,0.16252089,1.889630,1.890,True,True,hand_mask_v1
scene2,1,scene2::1,P2,masked,0.13607178,3.892245,3.892,True,True,hand_mask_v1
scene2,1,scene2::1,P3,masked,0.13273736,4.448201,4.448,True,True,hand_mask_v1
scene2,2,scene2::2,P1,masked,0.11226264,1.320243,1.320,True,True,hand_mask_v1
scene2,2,scene2::2,P2,masked,0.04734375,2.763749,2.764,True,True,hand_mask_v1
scene2,2,scene2::2,P3,masked,0.0894987,4.321960,4.322,True,True,hand_mask_v1
scene2,3,scene2::3,P1,masked,0.15209012,1.528400,1.528,True,True,hand_mask_v1
scene2,3,scene2::3,P2,masked,0.17221137,2.972645,2.973,True,True,hand_mask_v1
scene2,3,scene2::3,P3,masked,0.16916341,3.974012,3.974,True,True,hand_mask_v1
scene2,4,scene2::4,P1,masked,0.15947211,2.100566,2.101,True,True,hand_mask_v1
scene2,4,scene2::4,P2,masked,0.0539974,3.656282,3.656,True,True,hand_mask_v1
scene2,4,scene2::4,P3,masked,0.11158366,5.102276,5.102,True,True,hand_mask_v1
scene2,5,scene2::5,P1,masked,0.04899902,1.557352,1.557,True,True,hand_mask_v1
scene2,5,scene2::5,P2,masked,0.08945801,2.557329,2.557,True,True,hand_mask_v1
scene2,5,scene2::5,P3,masked,0.07866753,3.114522,3.115,True,True,hand_mask_v1
scene2,6,scene2::6,P1,masked,0.18289225,2.538881,2.539,True,True,hand_mask_v1
scene2,6,scene2::6,P2,masked,0.13988987,3.539360,3.539,True,True,hand_mask_v1
scene2,6,scene2::6,P3,masked,0.12459934,4.095273,4.095,True,True,hand_mask_v1
scene2,7,scene2::7,P1,masked,0.13782444,1.333895,1.334,True,True,hand_mask_v1
scene2,7,scene2::7,P2,masked,0.04334961,3.333788,3.334,True,True,hand_mask_v1
scene2,7,scene2::7,P3,masked,0.1050019,4.891548,4.892,True,True,hand_mask_v1
scene2,8,scene2::8,P1,masked,0.05083984,2.774089,2.774,True,True,hand_mask_v1
scene2,8,scene2::8,P2,masked,0.11387343,3.774683,3.775,True,True,hand_mask_v1
scene2,8,scene2::8,P3,masked,0.08915039,4.332111,4.332,True,True,hand_mask_v1
scene2,9,scene2::9,P1,masked,0.05653429,1.554300,1.554,True,True,hand_mask_v1
scene2,9,scene2::9,P2,masked,0.49261339,2.555700,2.556,True,True,hand_mask_v1
scene2,9,scene2::9,P3,masked,0.07557617,3.113261,3.113,True,True,hand_mask_v1
scene2,10,scene2::10,P1,masked,0.06477295,1.444499,1.444,True,True,hand_mask_v1
scene2,10,scene2::10,P2,masked,0.15410319,3.000479,3.000,True,True,hand_mask_v1
scene2,10,scene2::10,P3,masked,0.12051622,4.002687,4.003,True,True,hand_mask_v1
scene2,11,scene2::11,P1,masked,0.13432916,2.445281,2.445,True,True,hand_mask_v1
scene2,11,scene2::11,P2,masked,0.13279568,3.000675,3.001,True,True,hand_mask_v1
scene2,11,scene2::11,P3,masked,0.07080621,4.893210,4.893,True,True,hand_mask_v1
scene2,12,scene2::12,P1,masked,0.11041911,1.890601,1.891,True,True,hand_mask_v1
scene2,12,scene2::12,P2,masked,0.05405816,3.112075,3.112,True,True,hand_mask_v1
scene2,12,scene2::12,P3,masked,0.05757161,3.890297,3.890,True,True,hand_mask_v1
scene2,13,scene2::13,P1,masked,0.12905436,1.557229,1.557,True,True,hand_mask_v1
scene2,13,scene2::13,P2,masked,0.12925944,2.112815,2.113,True,True,hand_mask_v1
scene2,13,scene2::13,P3,masked,0.14862413,4.558569,4.559,True,True,hand_mask_v1
scene2,14,scene2::14,P1,masked,0.12762261,1.226162,1.226,True,True,hand_mask_v1
scene2,14,scene2::14,P2,masked,0.12894965,2.448664,2.449,True,True,hand_mask_v1
scene2,14,scene2::14,P3,masked,0.13412462,3.227333,3.227,True,True,hand_mask_v1
scene2,15,scene2::15,P1,masked,0.16961914,1.765845,1.766,True,True,hand_mask_v1
scene2,15,scene2::15,P2,masked,0.04572483,2.766046,2.766,True,True,hand_mask_v1
scene2,15,scene2::15,P3,masked,0.0462679,3.322248,3.322,True,True,hand_mask_v1
scene2,16,scene2::16,P1,masked,0.05665799,1.665794,1.666,True,True,hand_mask_v1
scene2,16,scene2::16,P2,masked,0.05246039,2.221384,2.221,True,True,hand_mask_v1
scene2,16,scene2::16,P3,masked,0.08953016,3.222182,3.222,True,True,hand_mask_v1
scene2,17,scene2::17,P1,masked,0.10177165,1.444604,1.445,True,True,hand_mask_v1
scene2,17,scene2::17,P2,masked,0.11372314,2.000363,2.000,True,True,hand_mask_v1
scene2,17,scene2::17,P3,masked,0.1406958,3.443735,3.444,True,True,hand_mask_v1
scene2,18,scene2::18,P1,masked,0.08241048,1.099251,1.099,True,True,hand_mask_v1
scene2,18,scene2::18,P2,masked,0.08258192,1.655039,1.655,True,True,hand_mask_v1
scene2,18,scene2::18,P3,masked,0.09711155,2.641586,2.642,True,True,hand_mask_v1
scene2,19,scene2::19,P1,masked,0.1269496,1.324146,1.324,True,True,hand_mask_v1
scene2,19,scene2::19,P2,masked,0.12932183,2.324216,2.324,True,True,hand_mask_v1
scene2,19,scene2::19,P3,masked,0.13586155,3.324825,3.325,True,True,hand_mask_v1
scene2,20,scene2::20,P1,masked,0.11950385,2.223691,2.224,True,True,hand_mask_v1
scene2,20,scene2::20,P2,masked,0.1480995,3.667705,3.668,True,True,hand_mask_v1
scene2,20,scene2::20,P3,masked,0.1473291,4.223816,4.224,True,True,hand_mask_v1
scene2,21,scene2::21,P1,masked,0.1782685,1.206980,1.207,True,True,hand_mask_v1
scene2,21,scene2::21,P2,masked,0.17773926,1.762562,1.763,True,True,hand_mask_v1
scene2,21,scene2::21,P3,masked,0.19171929,2.763175,2.763,True,True,hand_mask_v1
scene2,22,scene2::22,P1,masked,0.11250678,2.103550,2.104,True,True,hand_mask_v1
scene2,22,scene2::22,P2,masked,0.16804498,3.659408,3.659,True,True,hand_mask_v1
scene2,22,scene2::22,P3,masked,0.18875109,5.104831,5.105,True,True,hand_mask_v1
scene2,23,scene2::23,P1,masked,0.1288387,1.345945,1.346,True,True,hand_mask_v1
scene2,23,scene2::23,P2,masked,0.13723416,2.903320,2.903,True,True,hand_mask_v1
scene2,23,scene2::23,P3,masked,0.10903076,4.347758,4.348,True,True,hand_mask_v1
scene2,24,scene2::24,P1,masked,0.13732829,1.333654,1.334,True,True,hand_mask_v1
scene2,24,scene2::24,P2,masked,0.1311773,1.889965,1.890,True,True,hand_mask_v1
scene2,24,scene2::24,P3,masked,0.13569878,2.890020,2.890,True,True,hand_mask_v1
scene2,25,scene2::25,P1,masked,0.11109809,2.335384,2.335,True,True,hand_mask_v1
scene2,25,scene2::25,P2,masked,0.12222276,5.782196,5.782,True,True,hand_mask_v1
scene2,25,scene2::25,P3,masked,0.12278103,6.337491,6.337,True,True,hand_mask_v1
scene2,26,scene2::26,P1,masked,0.12037164,1.555770,1.556,True,True,hand_mask_v1
scene2,26,scene2::26,P2,masked,0.1436849,2.111799,2.112,True,True,hand_mask_v1
scene2,26,scene2::26,P3,masked,0.074375,3.112509,3.113,True,True,hand_mask_v1
scene2,27,scene2::27,P1,masked,0.06061361,1.986407,1.986,True,True,hand_mask_v1
scene2,27,scene2::27,P2,masked,0.18677002,4.432826,4.433,True,True,hand_mask_v1
scene2,27,scene2::27,P3,masked,0.11285265,4.988988,4.989,True,True,hand_mask_v1
scene2,28,scene2::28,P1,masked,0.16261882,1.221916,1.222,True,True,hand_mask_v1
scene2,28,scene2::28,P2,masked,0.20344781,3.222330,3.222,True,True,hand_mask_v1
scene2,28,scene2::28,P3,masked,0.04632487,5.224244,5.224,True,True,hand_mask_v1
scene2,29,scene2::29,P1,masked,0.12262695,1.431731,1.432,True,True,hand_mask_v1
scene2,29,scene2::29,P2,masked,0.18002387,2.877266,2.877,True,True,hand_mask_v1
scene2,29,scene2::29,P3,masked,0.18342285,3.433416,3.433,True,True,hand_mask_v1
scene2,30,scene2::30,P1,masked,0.13498644,1.336624,1.337,True,True,hand_mask_v1
scene2,30,scene2::30,P2,masked,0.0644241,2.780903,2.781,True,True,hand_mask_v1
scene2,30,scene2::30,P3,masked,0.06056234,3.336645,3.337,True,True,hand_mask_v1
scene2,31,scene2::31,P1,masked,0.13305773,1.544908,1.545,True,True,hand_mask_v1
scene2,31,scene2::31,P2,masked,0.13220052,2.101159,2.101,True,True,hand_mask_v1
scene2,31,scene2::31,P3,masked,0.11643066,3.101985,3.102,True,True,hand_mask_v1
scene2,32,scene2::32,P1,masked,0.12832194,1.543852,1.544,True,True,hand_mask_v1
scene2,32,scene2::32,P2,masked,0.13951497,2.100278,2.100,True,True,hand_mask_v1
scene2,32,scene2::32,P3,masked,0.09862196,3.101400,3.101,True,True,hand_mask_v1
scene2,33,scene2::33,P1,masked,0.14455051,1.560899,1.561,True,True,hand_mask_v1
scene2,33,scene2::33,P2,masked,0.14926107,2.116266,2.116,True,True,hand_mask_v1
scene2,33,scene2::33,P3,masked,0.10508626,3.116320,3.116,True,True,hand_mask_v1
scene2,34,scene2::34,P1,masked,0.14888618,1.223005,1.223,True,True,hand_mask_v1
scene2,34,scene2::34,P2,masked,0.15067925,1.779019,1.779,True,True,hand_mask_v1
scene2,34,scene2::34,P3,masked,0.13194336,3.225105,3.225,True,True,hand_mask_v1
scene2,35,scene2::35,P1,masked,0.15157878,2.336655,2.337,True,True,hand_mask_v1
scene2,35,scene2::35,P2,masked,0.14363715,3.337775,3.338,True,True,hand_mask_v1
scene2,35,scene2::35,P3,masked,0.14826579,3.893916,3.894,True,True,hand_mask_v1
scene2,36,scene2::36,P1,masked,0.07114366,2.095116,2.095,True,True,hand_mask_v1
scene2,36,scene2::36,P2,masked,0.13135796,4.544546,4.545,True,True,hand_mask_v1
scene2,36,scene2::36,P3,masked,0.13149089,5.545251,5.545,True,True,hand_mask_v1
scene2,37,scene2::37,P1,masked,0.1047583,1.335273,1.335,True,True,hand_mask_v1
scene2,37,scene2::37,P2,masked,0.18459744,2.780567,2.781,True,True,hand_mask_v1
scene2,37,scene2::37,P3,masked,0.18803006,3.335667,3.336,True,True,hand_mask_v1
scene2,38,scene2::38,P1,masked,0.04604384,2.984491,2.984,True,True,hand_mask_v1
scene2,38,scene2::38,P2,masked,0.04938531,3.985747,3.986,True,True,hand_mask_v1
scene2,38,scene2::38,P3,masked,0.04041531,6.986872,6.987,True,True,hand_mask_v1
scene2,39,scene2::39,P1,masked,0.13776964,1.213031,1.213,True,True,hand_mask_v1
scene2,39,scene2::39,P2,masked,0.14549479,2.213380,2.213,True,True,hand_mask_v1
scene2,39,scene2::39,P3,masked,0.14268473,2.769579,2.770,True,True,hand_mask_v1
scene2,40,scene2::40,P1,masked,0.12423503,1.322301,1.322,True,True,hand_mask_v1
scene2,40,scene2::40,P2,masked,0.13549886,3.767333,3.767,True,True,hand_mask_v1
scene2,40,scene2::40,P3,masked,0.38151557,4.322956,4.323,True,True,hand_mask_v1
scene2,41,scene2::41,P1,masked,0.05113932,1.776938,1.777,True,True,hand_mask_v1
scene2,41,scene2::41,P2,masked,0.08128906,2.776866,2.777,True,True,hand_mask_v1
scene2,41,scene2::41,P3,masked,0.11072374,3.332636,3.333,True,True,hand_mask_v1
scene2,42,scene2::42,P1,masked,0.15078695,1.333817,1.334,True,True,hand_mask_v1
scene2,42,scene2::42,P2,masked,0.15322076,1.888495,1.888,True,True,hand_mask_v1
scene2,42,scene2::42,P3,masked,0.05633681,3.332449,3.332,True,True,hand_mask_v1
scene2,43,scene2::43,P1,masked,0.13790961,1.212330,1.212,True,True,hand_mask_v1
scene2,43,scene2::43,P2,masked,0.16021484,2.434391,2.434,True,True,hand_mask_v1
scene2,43,scene2::43,P3,masked,0.15627713,3.212802,3.213,True,True,hand_mask_v1
scene2,44,scene2::44,P1,masked,0.14821398,1.320224,1.320,True,True,hand_mask_v1
scene2,44,scene2::44,P2,masked,0.15501655,2.319954,2.320,True,True,hand_mask_v1
scene2,44,scene2::44,P3,masked,0.15879042,3.320583,3.321,True,True,hand_mask_v1
scene2,45,scene2::45,P1,masked,0.16189209,1.779854,1.780,True,True,hand_mask_v1
scene2,45,scene2::45,P2,masked,0.17499729,2.780505,2.781,True,True,hand_mask_v1
scene2,45,scene2::45,P3,masked,0.18231011,3.336176,3.336,True,True,hand_mask_v1
scene2,46,scene2::46,P1,masked,0.08202013,1.874922,1.875,True,True,hand_mask_v1
scene2,46,scene2::46,P2,masked,0.15606364,2.876219,2.876,True,True,hand_mask_v1
scene2,46,scene2::46,P3,masked,0.14819173,3.433076,3.433,True,True,hand_mask_v1
scene2,47,scene2::47,P1,masked,0.11264486,2.003332,2.003,True,True,hand_mask_v1
scene2,47,scene2::47,P2,masked,0.11294406,3.003940,3.004,True,True,hand_mask_v1
scene2,47,scene2::47,P3,masked,0.05557861,6.004968,6.005,True,True,hand_mask_v1
scene2,48,scene2::48,P1,masked,0.14468804,1.213673,1.214,True,True,hand_mask_v1
scene2,48,scene2::48,P2,masked,0.14353543,2.213861,2.214,True,True,hand_mask_v1
scene2,48,scene2::48,P3,masked,0.14307292,2.769310,2.769,True,True,hand_mask_v1
scene2,49,scene2::49,P1,masked,0.11227376,1.985244,1.985,True,True,hand_mask_v1
scene2,49,scene2::49,P2,masked,0.10739366,2.540212,2.540,True,True,hand_mask_v1
scene2,49,scene2::49,P3,masked,0.0422366,3.985393,3.985,True,True,hand_mask_v1
scene2,50,scene2::50,P1,masked,0.16001845,1.446756,1.447,True,True,hand_mask_v1
scene2,50,scene2::50,P2,masked,0.15111003,2.002893,2.003,True,True,hand_mask_v1
scene2,50,scene2::50,P3,masked,0.15320882,4.004655,4.005,True,True,hand_mask_v1
scene2,51,scene2::51,P1,masked,0.0590408,1.333819,1.334,True,True,hand_mask_v1
scene2,51,scene2::51,P2,masked,0.14019857,2.779160,2.779,True,True,hand_mask_v1
scene2,51,scene2::51,P3,masked,0.13928494,3.320326,3.320,True,True,hand_mask_v1
scene2,52,scene2::52,P1,masked,0.11724094,3.768774,3.769,True,True,hand_mask_v1
scene2,52,scene2::52,P2,masked,0.08839572,5.211040,5.211,True,True,hand_mask_v1
scene2,52,scene2::52,P3,masked,0.0880523,6.212214,6.212,True,True,hand_mask_v1
scene2,53,scene2::53,P1,masked,0.14582248,2.004001,2.004,True,True,hand_mask_v1
scene2,53,scene2::53,P2,masked,0.13988661,4.006213,4.006,True,True,hand_mask_v1
scene2,53,scene2::53,P3,masked,0.13984999,4.562155,4.562,True,True,hand_mask_v1
scene2,54,scene2::54,P1,masked,0.15934136,1.224859,1.225,True,True,hand_mask_v1
scene2,54,scene2::54,P2,masked,0.16505425,2.225093,2.225,True,True,hand_mask_v1
scene2,54,scene2::54,P3,masked,0.08353,3.225426,3.225,True,True,hand_mask_v1
scene2,55,scene2::55,P1,masked,0.10269531,0.989821,0.990,True,True,hand_mask_v1
scene2,55,scene2::55,P2,masked,0.10060059,1.544881,1.545,True,True,hand_mask_v1
scene2,55,scene2::55,P3,masked,0.14816895,2.546157,2.546,True,True,hand_mask_v1
