unified_id,scene,row_index,raw_referents,mapped_referents,matched_location_region_anchors,is_location_region_interaction
scene1::718,scene1,718,Building9,building9,building9,True
scene1::719,scene1,719,"Cargo2, Direct2, Person2","cargo2,truck2,person2",,False
scene1::720,scene1,720,Building1,building1,building1,True
scene1::721,scene1,721,"cargo2, Person3, Platform1","cargo2,person3,platform1",,False
scene1::722,scene1,722,"Building8, Cargo1, Direct2, Person3","building8,cargo1,truck2,person3",building8,True
scene1::723,scene1,723,"cargo1, Person3, Platform1, Building6","cargo1,person3,platform1,building6",building6,True
scene1::724,scene1,724,"Person3, Person2, Direct1, Direct2, cargo1","person3,person2,truck1,truck2,cargo1",,False
scene1::725,scene1,725,"Cargo2, Direct2, Person2","cargo2,truck2,person2",,False
scene1::726,scene1,726,Building9,building9,building9,True
scene1::727,scene1,727,"Cargo1, Person2, Platform1, Building9","cargo1,person2,platform1,building9",building9,True
scene1::728,scene1,728,"cargo2, Building6","cargo2,building6",building6,True
scene1::729,scene1,729,"Cargo2, Helicopter1, Person1, Fork2","cargo2,helicopter1,person1,forklift2",,False
scene1::730,scene1,730,"cargo1, Helicopter2, Building7","cargo1,helicopter2,building7",building7,True
scene1::731,scene1,731,"Cargo1, Fork1, Person2","cargo1,forklift1,person2",,False
scene1::732,scene1,732,"Cargo1, Direct2","cargo1,truck2",,False
scene1::733,scene1,733,"cargo2, Building6, Person1, Platform1","cargo2,building6,person1,platform1",building6,True
scene1::734,scene1,734,"cargo1, Helicopter2","cargo1,helicopter2",,False
scene1::735,scene1,735,"Person1, Person2, Cargo2, Helicopter2, cargo1, Fork2","person1,person2,cargo2,helicopter2,cargo1,forklift2",,False
scene1::736,scene1,736,"cargo1, Building3","cargo1,building3",building3,True
scene1::737,scene1,737,"Direct2, Person2","truck2,person2",,False
scene1::738,scene1,738,"Cargo1, Direct2, Building5","cargo1,truck2,building5",building5,True
scene1::739,scene1,739,"cargo1, Helicopter1, Person2","cargo1,helicopter1,person2",,False
scene1::740,scene1,740,"Cargo2, Fork2","cargo2,forklift2",,False
scene1::741,scene1,741,"Direct2, Person3","truck2,person3",,False
scene1::742,scene1,742,"Cargo2, Fork1","cargo2,forklift1",,False
scene1::743,scene1,743,"Building8, Person2","building8,person2",building8,True
scene1::744,scene1,744,"Building5, Direct1, Fork1","building5,truck1,forklift1",building5,True
scene1::745,scene1,745,"Cargo2, Person2, Platform1, Fork2","cargo2,person2,platform1,forklift2",,False
scene1::746,scene1,746,"Cargo1, Direct1, Direct2","cargo1,truck1,truck2",,False
scene1::747,scene1,747,"Building2, Person3","building2,person3",building2,True
scene1::748,scene1,748,Fork1,forklift1,,False
scene1::749,scene1,749,"Cargo1, Fork1, Person1","cargo1,forklift1,person1",,False
scene1::750,scene1,750,"Cargo1, Helicopter1, Building5","cargo1,helicopter1,building5",building5,True
scene1::751,scene1,751,"Cargo1, Direct1, Person3","cargo1,truck1,person3",,False
scene1::752,scene1,752,"cargo1, Building2, Person1, Platform1","cargo1,building2,person1,platform1",building2,True
scene1::753,scene1,753,"Building9, Person2","building9,person2",building9,True
scene1::754,scene1,754,"Person3, Direct1, Cargo1","person3,truck1,cargo1",,False
scene1::755,scene1,755,"Cargo2, Fork2, Person2","cargo2,forklift2,person2",,False
scene1::756,scene1,756,Building8,building8,building8,True
scene1::757,scene1,757,"Building9, Person3","building9,person3",building9,True
scene1::758,scene1,758,"Building2, Cargo2","building2,cargo2",building2,True
scene1::759,scene1,759,"cargo1, Building7, Helicopter2, Person2","cargo1,building7,helicopter2,person2",building7,True
scene1::760,scene1,760,"cargo2, Fork1","cargo2,forklift1",,False
scene1::761,scene1,761,"Cargo1, Fork1, Person3, Platform1","cargo1,forklift1,person3,platform1",,False
scene1::762,scene1,762,"Building2, Cargo2, Person2, Platform1","building2,cargo2,person2,platform1",building2,True
scene1::763,scene1,763,"Building2, Cargo1, Person1","building2,cargo1,person1",building2,True
scene1::764,scene1,764,"cargo1, Building4","cargo1,building4",building4,True
scene1::765,scene1,765,"cargo2, Person3, Platform1","cargo2,person3,platform1",,False
scene1::766,scene1,766,"Building9, Direct2, Helicopter2","building9,truck2,helicopter2",building9,True
scene1::767,scene1,767,"Person3, Fork1, Cargo2, Direct2","person3,forklift1,cargo2,truck2",,False
scene1::768,scene1,768,"cargo1, Platform1, Building1","cargo1,platform1,building1",building1,True
scene1::769,scene1,769,"Cargo1, Fork1, Person3","cargo1,forklift1,person3",,False
scene1::770,scene1,770,"Building3, Cargo1, Person3, Platform1","building3,cargo1,person3,platform1",building3,True
scene1::771,scene1,771,"Person3, Fork1, Direct2, Fork2","person3,forklift1,truck2,forklift2",,False
scene1::772,scene1,772,"Cargo1, Fork1, Building1","cargo1,forklift1,building1",building1,True
scene1::773,scene1,773,"Direct1, Fork2, Person1, Building2","truck1,forklift2,person1,building2",building2,True
scene1::774,scene1,774,Building4,building4,building4,True
scene1::775,scene1,775,"cargo2, Building3, Person3","cargo2,building3,person3",building3,True
scene1::776,scene1,776,"cargo2, Building2","cargo2,building2",building2,True
scene1::777,scene1,777,"cargo1, Building9, Person1","cargo1,building9,person1",building9,True
scene1::778,scene1,778,"Building4, Direct2, Platform1","building4,truck2,platform1",building4,True
scene1::779,scene1,779,"cargo2, Fork2, Person2","cargo2,forklift2,person2",,False
scene1::780,scene1,780,Building2,building2,building2,True
scene1::781,scene1,781,"cargo1, Fork2, Fork1, Person3","cargo1,forklift2,forklift1,person3",,False
scene1::782,scene1,782,Fork2,forklift2,,False
scene1::783,scene1,783,"Building2, Person1","building2,person1",building2,True
scene1::784,scene1,784,Building3,building3,building3,True
scene1::785,scene1,785,"Person1, cargo2, cargo1","person1,cargo2,cargo1",,False
scene1::786,scene1,786,Building2,building2,building2,True
scene1::787,scene1,787,"Building9, Fork2, Helicopter2, Person1","building9,forklift2,helicopter2,person1",building9,True
scene1::788,scene1,788,"cargo2, Helicopter2, Building7","cargo2,helicopter2,building7",building7,True
scene1::789,scene1,789,"cargo1, Helicopter2, Person1, Building5","cargo1,helicopter2,person1,building5",building5,True
scene1::790,scene1,790,"cargo1, Platform1, Building2","cargo1,platform1,building2",building2,True
scene1::791,scene1,791,"Building6, Person3","building6,person3",building6,True
scene1::792,scene1,792,"cargo2, Building9, Building8","cargo2,building9,building8","building8,building9",True
scene1::793,scene1,793,"Person3, Fork1, Direct2, Fork2","person3,forklift1,truck2,forklift2",,False
scene1::794,scene1,794,"cargo1, Building4, Direct2","cargo1,building4,truck2",building4,True
scene1::795,scene1,795,"Fork2, Cargo1, Fork1","forklift2,cargo1,forklift1",,False
scene1::796,scene1,796,"Fork1, Building9, Building8","forklift1,building9,building8","building8,building9",True
scene1::797,scene1,797,"cargo2, Building7, Person1, Platform1","cargo2,building7,person1,platform1",building7,True
scene1::798,scene1,798,"cargo1, Fork2","cargo1,forklift2",,False
scene1::799,scene1,799,"cargo2, Helicopter1, Person2","cargo2,helicopter1,person2",,False
scene2::0,scene2,0,Chair2,chair2,,False
scene2::1,scene2,1,"File5, PointA","file5,pointA",pointA,True
scene2::2,scene2,2,"Chair2, Door1","chair2,door1",,False
scene2::3,scene2,3,"Desk7, Person2","desk7,person2",,False
scene2::4,scene2,4,"Person2, File4, Desk6","person2,file4,desk6",,False
scene2::5,scene2,5,Door1,door1,,False
scene2::6,scene2,6,"Laptop1, Person1","laptop1,person1",,False
scene2::7,scene2,7,"Chair4, Desk5","chair4,desk5",,False
scene2::8,scene2,8,"Chair2, Desk8","chair2,desk8",,False
scene2::9,scene2,9,Door1,door1,,False
scene2::10,scene2,10,"Chair4, Desk1, Person3","chair4,desk1,person3",,False
scene2::11,scene2,11,"Chair5, Desk7","chair5,desk7",,False
scene2::12,scene2,12,"Laptop1, PointC","laptop1,pointC",pointC,True
scene2::13,scene2,13,"Lamp2, Person1","lamp2,person1",,False
scene2::14,scene2,14,Lamp2,lamp2,,False
scene2::15,scene2,15,"Chair7, Door1","chair7,door1",,False
scene2::16,scene2,16,Lamp3,lamp3,,False
scene2::17,scene2,17,"File5, Person1","file5,person1",,False
scene2::18,scene2,18,Chair5,chair5,,False
scene2::19,scene2,19,Lamp2,lamp2,,False
scene2::20,scene2,20,"File3, Door1, Person1","file3,door1,person1",,False
scene2::21,scene2,21,Chair7,chair7,,False
scene2::22,scene2,22,"Chair1, Desk2, Person1","chair1,desk2,person1",,False
scene2::23,scene2,23,"Chair5, Desk2","chair5,desk2",,False
scene2::24,scene2,24,Desk6,desk6,,False
scene2::25,scene2,25,"File1, Person1","file1,person1",,False
scene2::26,scene2,26,Chair3,chair3,,False
scene2::27,scene2,27,"File4, Printer1","file4,printer",,False
scene2::28,scene2,28,"Laptop2, Desk5, Person2","laptop2,desk5,person2",,False
scene2::29,scene2,29,"Chair7, Person3","chair7,person3",,False
scene2::30,scene2,30,"Laptop1, Desk7","laptop1,desk7",,False
scene2::31,scene2,31,Chair2,chair2,,False
scene2::32,scene2,32,Chair3,chair3,,False
scene2::33,scene2,33,Chair1,chair1,,False
scene2::34,scene2,34,"Chair7, Printer1","chair7,printer",,False
scene2::35,scene2,35,"File3, Person2","file3,person2",,False
scene2::36,scene2,36,"Laptop1, Person3","laptop1,person3",,False
scene2::37,scene2,37,"Chair5, Desk3","chair5,desk3",,False
scene2::38,scene2,38,"File5, Desk4, Person3","file5,desk4,person3",,False
scene2::39,scene2,39,File5,file5,,False
scene2::40,scene2,40,"Chair2, Desk5","chair2,desk5",,False
scene2::41,scene2,41,"File5, Person3","file5,person3",,False
scene2::42,scene2,42,"Laptop1, Desk4","laptop1,desk4",,False
scene2::43,scene2,43,"File1, Desk2","file1,desk2",,False
scene2::44,scene2,44,File3,file3,,False
scene2::45,scene2,45,"Chair8, Desk6","chair8,desk6",,False
scene2::46,scene2,46,"File1, Person3","file1,person3",,False
scene2::47,scene2,47,"File4, Desk4, Person1","file4,desk4,person1",,False
scene2::48,scene2,48,Laptop1,laptop1,,False
scene2::49,scene2,49,"Desk8, Person3","desk8,person3",,False
scene2::50,scene2,50,"Laptop1, Person2","laptop1,person2",,False
scene2::51,scene2,51,"File4, Desk6","file4,desk6",,False
scene2::52,scene2,52,"Chair3, Desk7, Person1","chair3,desk7,person1",,False
scene2::53,scene2,53,"File1, Person2","file1,person2",,False
scene2::54,scene2,54,File3,file3,,False
scene2::55,scene2,55,Chair5,chair5,,False
scene2::56,scene2,56,"Chair7, Desk5","chair7,desk5",,False
scene2::57,scene2,57,Chair1,chair1,,False
scene2::58,scene2,58,"Chair2, Printer1","chair2,printer",,False
scene2::59,scene2,59,"Chair6, Desk2","chair6,desk2",,False
scene2::60,scene2,60,"Printer1, Person3","printer,person3",,False
scene2::61,scene2,61,"File5, Printer1","file5,printer",,False
scene2::62,scene2,62,"Desk4, Person3","desk4,person3",,False
scene2::63,scene2,63,"File1, Desk4","file1,desk4",,False
scene2::64,scene2,64,"Laptop1, PointB, Person1","laptop1,pointB,person1",pointB,True
scene2::65,scene2,65,"Chair5, Person1","chair5,person1",,False
scene2::66,scene2,66,"Desk8, Person2","desk8,person2",,False
scene2::67,scene2,67,"Chair7, Desk4","chair7,desk4",,False
scene2::68,scene2,68,"Chair3, Desk5","chair3,desk5",,False
scene2::69,scene2,69,Laptop1,laptop1,,False
scene2::70,scene2,70,PC4,PC4,,False
scene2::71,scene2,71,"File1, Desk2","file1,desk2",,False
scene2::72,scene2,72,"File4, Person2","file4,person2",,False
scene2::73,scene2,73,Desk7,desk7,,False
scene2::74,scene2,74,"File2, Person3","file2,person3",,False
scene2::75,scene2,75,"File4, Desk2","file4,desk2",,False
scene2::76,scene2,76,Chair1,chair1,,False
scene2::77,scene2,77,"Chair7, Desk3","chair7,desk3",,False
scene2::78,scene2,78,"Chair1, Desk6, Person1","chair1,desk6,person1",,False
scene2::79,scene2,79,"Chair4, PointB, Person1","chair4,pointB,person1",pointB,True
scene2::80,scene2,80,"File3, Person2","file3,person2",,False
scene2::81,scene2,81,"Laptop2, Desk5","laptop2,desk5",,False
scene2::82,scene2,82,"Laptop2, Desk7, Person3","laptop2,desk7,person3",,False
scene2::83,scene2,83,"File5, PointA","file5,pointA",pointA,True
scene2::84,scene2,84,"Chair4, PointB, Person1","chair4,pointB,person1",pointB,True
scene2::85,scene2,85,"Laptop1, Desk5","laptop1,desk5",,False
scene2::86,scene2,86,Chair4,chair4,,False
scene2::87,scene2,87,Chair8,chair8,,False
scene2::88,scene2,88,"File1, Person3","file1,person3",,False
scene2::89,scene2,89,File5,file5,,False
scene2::90,scene2,90,Chair3,chair3,,False
scene2::91,scene2,91,PC1,PC1,,False
scene2::92,scene2,92,"Chair8, Person2","chair8,person2",,False
scene2::93,scene2,93,"Chair8, Desk7, Person1","chair8,desk7,person1",,False
scene2::94,scene2,94,"Chair8, Door1, Person3","chair8,door1,person3",,False
scene2::95,scene2,95,"Chair2, Desk6","chair2,desk6",,False
scene2::96,scene2,96,Desk2,desk2,,False
scene2::97,scene2,97,Chair1,chair1,,False
scene2::98,scene2,98,"File3, Person3","file3,person3",,False
scene2::99,scene2,99,Chair6,chair6,,False
scene2::100,scene2,100,"Chair8, Printer1, Person3","chair8,printer,person3",,False
scene2::101,scene2,101,"Chair1, Door1","chair1,door1",,False
scene2::102,scene2,102,Door1,door1,,False
scene2::103,scene2,103,Laptop2,laptop2,,False
scene2::104,scene2,104,"Chair5, Desk2","chair5,desk2",,False
scene2::105,scene2,105,"Desk2, Person1","desk2,person1",,False
scene2::106,scene2,106,"Laptop2, Desk5, Person2","laptop2,desk5,person2",,False
scene2::107,scene2,107,"Chair1, Person2","chair1,person2",,False
scene2::108,scene2,108,PC4,PC4,,False
scene2::109,scene2,109,PC3,PC3,,False
scene2::110,scene2,110,Lamp2,lamp2,,False
scene2::111,scene2,111,"Laptop2, Desk8, Person2","laptop2,desk8,person2",,False
scene2::112,scene2,112,"Laptop2, Desk8, Person1","laptop2,desk8,person1",,False
scene2::113,scene2,113,PC1,PC1,,False
scene2::114,scene2,114,File2,file2,,False
scene2::115,scene2,115,"Chair6, Person2","chair6,person2",,False
scene2::116,scene2,116,"Chair1, Desk4, Person3","chair1,desk4,person3",,False
scene2::117,scene2,117,PC2,PC2,,False
scene2::118,scene2,118,PC3,PC3,,False
scene2::119,scene2,119,Lamp2,lamp2,,False
scene2::120,scene2,120,PC4,PC4,,False
scene2::121,scene2,121,"Laptop2, PointC","laptop2,pointC",pointC,True
scene2::122,scene2,122,"Chair5, Desk8, Person1","chair5,desk8,person1",,False
scene2::123,scene2,123,"File3, Person2","file3,person2",,False
scene2::124,scene2,124,"Desk1, Person1","desk1,person1",,False
scene2::125,scene2,125,"Chair6, PointA, Person2","chair6,pointA,person2",pointA,True
scene2::126,scene2,126,"Chair2, Desk8","chair2,desk8",,False
scene2::127,scene2,127,PC6,PC6,,False
scene2::128,scene2,128,"File5, PointC, Person3","file5,pointC,person3",pointC,True
scene2::129,scene2,129,"File5, Door1","file5,door1",,False
scene2::130,scene2,130,"File5, Person1","file5,person1",,False
scene2::131,scene2,131,Laptop1,laptop1,,False
scene2::132,scene2,132,"File3, Person2","file3,person2",,False
scene2::133,scene2,133,"File4, Person3","file4,person3",,False
scene2::134,scene2,134,"File1, Person1","file1,person1",,False
scene2::135,scene2,135,PC5,PC5,,False
scene2::136,scene2,136,"PC5, Person3","PC5,person3",,False
scene2::137,scene2,137,"Chair6, Desk1","chair6,desk1",,False
scene2::138,scene2,138,"Chair4, Desk8","chair4,desk8",,False
scene2::139,scene2,139,"Chair7, Desk7, Person2","chair7,desk7,person2",,False
scene2::140,scene2,140,Chair3,chair3,,False
scene2::141,scene2,141,Chair5,chair5,,False
scene2::142,scene2,142,"Chair3, PointA","chair3,pointA",pointA,True
scene2::143,scene2,143,"Desk1, Person1","desk1,person1",,False
scene2::144,scene2,144,Chair2,chair2,,False
scene2::145,scene2,145,"File2, Printer1, Person2","file2,printer,person2",,False
scene2::146,scene2,146,"Chair4, Desk6","chair4,desk6",,False
scene2::147,scene2,147,Chair2,chair2,,False
scene2::148,scene2,148,"Chair6, Desk3","chair6,desk3",,False
scene2::149,scene2,149,"Chair8, Desk1","chair8,desk1",,False
scene2::150,scene2,150,"File3, Printer1","file3,printer",,False
scene2::151,scene2,151,"Laptop1, Desk7, Person1","laptop1,desk7,person1",,False
scene2::152,scene2,152,Desk4,desk4,,False
scene2::153,scene2,153,Chair5,chair5,,False
scene2::154,scene2,154,"Chair4, Door1","chair4,door1",,False
scene2::155,scene2,155,"Laptop2, Person1","laptop2,person1",,False
scene2::156,scene2,156,"File1, Person3","file1,person3",,False
scene2::157,scene2,157,"Chair3, Desk3","chair3,desk3",,False
scene2::158,scene2,158,"File1, Desk5","file1,desk5",,False
scene2::159,scene2,159,"Chair3, Printer1, Person1","chair3,printer,person1",,False
scene2::160,scene2,160,"File1, Desk4, Person3","file1,desk4,person3",,False
scene2::161,scene2,161,Desk2,desk2,,False
scene2::162,scene2,162,Door1,door1,,False
scene2::163,scene2,163,File2,file2,,False
scene2::164,scene2,164,Desk1,desk1,,False
scene2::165,scene2,165,"File2, Desk3","file2,desk3",,False
scene2::166,scene2,166,"Laptop2, Desk1","laptop2,desk1",,False
scene2::167,scene2,167,"File5, Door1","file5,door1",,False
scene2::168,scene2,168,"File3, Person2","file3,person2",,False
scene2::169,scene2,169,"Chair1, Person3","chair1,person3",,False
scene2::170,scene2,170,Desk6,desk6,,False
scene2::171,scene2,171,"File5, Person3","file5,person3",,False
scene2::172,scene2,172,Chair4,chair4,,False
scene2::173,scene2,173,"Chair8, Printer1","chair8,printer",,False
scene2::174,scene2,174,"Desk1, Person3","desk1,person3",,False
scene2::175,scene2,175,Desk6,desk6,,False
scene2::176,scene2,176,"Chair5, Desk2, Person3","chair5,desk2,person3",,False
scene2::177,scene2,177,"Laptop2, Desk3","laptop2,desk3",,False
scene2::178,scene2,178,"Chair8, Desk1","chair8,desk1",,False
scene2::179,scene2,179,Chair3,chair3,,False
scene2::180,scene2,180,Lamp3,lamp3,,False
scene2::181,scene2,181,Chair5,chair5,,False
scene2::182,scene2,182,"File5, Person1","file5,person1",,False
scene2::183,scene2,183,"PC5, Person1","PC5,person1",,False
scene2::184,scene2,184,"Laptop2, Desk2","laptop2,desk2",,False
scene2::185,scene2,185,"Laptop2, PointC","laptop2,pointC",pointC,True
scene2::186,scene2,186,"File4, Person1","file4,person1",,False
scene2::187,scene2,187,Chair4,chair4,,False
scene2::188,scene2,188,Chair6,chair6,,False
scene2::189,scene2,189,"Chair1, Desk3","chair1,desk3",,False
scene2::190,scene2,190,"File5, Desk1, Person3","file5,desk1,person3",,False
scene2::191,scene2,191,"Chair1, Person1","chair1,person1",,False
scene2::192,scene2,192,"File4, Printer1","file4,printer",,False
scene2::193,scene2,193,"File5, Desk5","file5,desk5",,False
scene2::194,scene2,194,"Chair1, Door1, Person2","chair1,door1,person2",,False
scene2::195,scene2,195,"Chair6, Door1, Person3","chair6,door1,person3",,False
scene2::196,scene2,196,"File3, Desk1","file3,desk1",,False
scene2::197,scene2,197,"File5, Desk2","file5,desk2",,False
scene2::198,scene2,198,"File5, PointB","file5,pointB",pointB,True
scene2::199,scene2,199,Laptop2,laptop2,,False
scene2::200,scene2,200,"File5, PointC, Person2","file5,pointC,person2",pointC,True
scene2::201,scene2,201,"Chair8, Desk8, Person1","chair8,desk8,person1",,False
scene2::202,scene2,202,Lamp1,lamp1,,False
scene2::203,scene2,203,"Chair8, Desk4","chair8,desk4",,False
scene2::204,scene2,204,"Chair6, Desk7, Person1","chair6,desk7,person1",,False
scene2::205,scene2,205,"PC6, Person3","PC6,person3",,False
scene2::206,scene2,206,"File2, PointC, Person1","file2,pointC,person1",pointC,True
scene2::207,scene2,207,"Desk3, Person1","desk3,person1",,False
scene2::208,scene2,208,Desk3,desk3,,False
scene2::209,scene2,209,File1,file1,,False
scene2::210,scene2,210,"Laptop1, Desk6","laptop1,desk6",,False
scene2::211,scene2,211,Desk4,desk4,,False
scene2::212,scene2,212,File2,file2,,False
scene2::213,scene2,213,"PC5, Person2","PC5,person2",,False
scene2::214,scene2,214,"Desk2, Person3","desk2,person3",,False
scene2::215,scene2,215,"Chair8, Desk8, Person1","chair8,desk8,person1",,False
scene2::216,scene2,216,"File3, Desk8","file3,desk8",,False
scene2::217,scene2,217,"File4, PointA, Person1","file4,pointA,person1",pointA,True
scene2::218,scene2,218,Laptop2,laptop2,,False
scene2::219,scene2,219,"Chair1, PointC","chair1,pointC",pointC,True
scene2::220,scene2,220,"Lamp1, Person2","lamp1,person2",,False
scene2::221,scene2,221,"Laptop1, Person1","laptop1,person1",,False
scene2::222,scene2,222,Chair3,chair3,,False
scene2::223,scene2,223,Laptop2,laptop2,,False
scene2::224,scene2,224,"Chair6, Desk6, Person3","chair6,desk6,person3",,False
scene2::225,scene2,225,"Desk3, Person2","desk3,person2",,False
scene2::226,scene2,226,"Chair3, Desk7, Person1","chair3,desk7,person1",,False
scene2::227,scene2,227,"Laptop1, Desk2","laptop1,desk2",,False
scene2::228,scene2,228,"File4, Person1","file4,person1",,False
scene2::229,scene2,229,"Chair7, PointC, Person3","chair7,pointC,person3",pointC,True
scene2::230,scene2,230,"Chair3, Desk8","chair3,desk8",,False
scene2::231,scene2,231,"Laptop1, Desk5","laptop1,desk5",,False
scene2::232,scene2,232,"Chair8, Desk5","chair8,desk5",,False
scene2::233,scene2,233,Laptop2,laptop2,,False
scene2::234,scene2,234,"PC3, Person1","PC3,person1",,False
scene2::235,scene2,235,"Laptop1, Person2","laptop1,person2",,False
scene2::236,scene2,236,"PC6, Person2","PC6,person2",,False
scene2::237,scene2,237,Laptop1,laptop1,,False
scene2::238,scene2,238,Laptop2,laptop2,,False
scene2::239,scene2,239,"PC3, Person3","PC3,person3",,False
scene2::240,scene2,240,Door1,door1,,False
scene2::241,scene2,241,"File4, Printer1, Person2","file4,printer,person2",,False
scene2::242,scene2,242,PC6,PC6,,False
scene2::243,scene2,243,"Chair5, Door1, Person1","chair5,door1,person1",,False
scene2::244,scene2,244,"Laptop2, Desk4","laptop2,desk4",,False
scene2::245,scene2,245,"Laptop1, Desk7, Person2","laptop1,desk7,person2",,False
scene2::246,scene2,246,PC4,PC4,,False
scene2::247,scene2,247,"Chair4, PointA","chair4,pointA",pointA,True
scene2::248,scene2,248,"Chair3, Desk5, Person3","chair3,desk5,person3",,False
scene2::249,scene2,249,"File2, PointA","file2,pointA",pointA,True
scene2::250,scene2,250,"Chair6, Desk2, Person2","chair6,desk2,person2",,False
scene2::251,scene2,251,"Lamp3, Person1","lamp3,person1",,False
scene2::252,scene2,252,"Chair7, Desk8","chair7,desk8",,False
scene2::253,scene2,253,"Laptop2, PointA","laptop2,pointA",pointA,True
scene2::254,scene2,254,"Desk1, Person1","desk1,person1",,False
scene2::255,scene2,255,Door1,door1,,False
scene2::256,scene2,256,"Chair8, PointC","chair8,pointC",pointC,True
scene2::257,scene2,257,"Chair3, Desk5, Person3","chair3,desk5,person3",,False
scene2::258,scene2,258,"File2, Desk1","file2,desk1",,False
scene2::259,scene2,259,"Printer1, Person3","printer,person3",,False
scene2::260,scene2,260,Laptop1,laptop1,,False
scene2::261,scene2,261,File3,file3,,False
scene2::262,scene2,262,"File1, PointA","file1,pointA",pointA,True
scene2::263,scene2,263,"File4, Person3","file4,person3",,False
scene2::264,scene2,264,"Laptop2, PointA","laptop2,pointA",pointA,True
scene2::265,scene2,265,Printer,printer,,False
scene2::266,scene2,266,"Chair6, Desk7","chair6,desk7",,False
scene2::267,scene2,267,"Chair7, Desk1","chair7,desk1",,False
scene2::268,scene2,268,"Laptop2, Desk1, Person3","laptop2,desk1,person3",,False
scene2::269,scene2,269,"File2, Desk6, Person1","file2,desk6,person1",,False
scene2::270,scene2,270,"Desk8, Person3","desk8,person3",,False
scene2::271,scene2,271,"Chair6, Person2","chair6,person2",,False
scene2::272,scene2,272,"Chair8, Desk7","chair8,desk7",,False
scene2::273,scene2,273,"File4, Desk8","file4,desk8",,False
scene2::274,scene2,274,"File4, Desk6","file4,desk6",,False
scene2::275,scene2,275,Chair5,chair5,,False
scene2::276,scene2,276,"Chair5, Desk2, Person1","chair5,desk2,person1",,False
scene2::277,scene2,277,"File1, Desk8, Person1","file1,desk8,person1",,False
scene2::278,scene2,278,"File4, PointC, Person1","file4,pointC,person1",pointC,True
scene2::279,scene2,279,"Desk5, Person1","desk5,person1",,False
scene2::280,scene2,280,"File1, Desk4","file1,desk4",,False
scene2::281,scene2,281,"File4, Desk8","file4,desk8",,False
scene2::282,scene2,282,"Chair1, Person2","chair1,person2",,False
scene2::283,scene2,283,"Chair7, Desk3, Person1","chair7,desk3,person1",,False
scene2::284,scene2,284,"Laptop1, Desk6","laptop1,desk6",,False
scene2::285,scene2,285,"Laptop2, Person1","laptop2,person1",,False
scene2::286,scene2,286,Chair1,chair1,,False
scene2::287,scene2,287,Chair4,chair4,,False
scene2::288,scene2,288,Chair3,chair3,,False
scene2::289,scene2,289,"Chair3, PointA, Person2","chair3,pointA,person2",pointA,True
scene2::290,scene2,290,"Chair2, Person1","chair2,person1",,False
scene2::291,scene2,291,"Drawer1, Person1","drawer1,person1",,False
scene2::292,scene2,292,File4,file4,,False
scene2::293,scene2,293,File3,file3,,False
scene2::294,scene2,294,Desk2,desk2,,False
scene2::295,scene2,295,"File4, Desk1","file4,desk1",,False
scene2::296,scene2,296,"Chair3, Desk6","chair3,desk6",,False
scene2::297,scene2,297,File3,file3,,False
scene2::298,scene2,298,"Chair4, Desk1","chair4,desk1",,False
scene2::299,scene2,299,Laptop1,laptop1,,False
scene2::300,scene2,300,"File1, Desk3, Person3","file1,desk3,person3",,False
scene2::301,scene2,301,Chair7,chair7,,False
scene2::302,scene2,302,"File4, Desk3, Person2","file4,desk3,person2",,False
scene2::303,scene2,303,Lamp2,lamp2,,False
scene2::304,scene2,304,"Chair3, Printer1","chair3,printer",,False
scene2::305,scene2,305,"File3, Desk8, Person2","file3,desk8,person2",,False
scene2::306,scene2,306,Lamp2,lamp2,,False
scene2::307,scene2,307,"Chair1, Person1","chair1,person1",,False
scene2::308,scene2,308,"Chair4, PointB, Person2","chair4,pointB,person2",pointB,True
scene2::309,scene2,309,Chair3,chair3,,False
scene2::310,scene2,310,File3,file3,,False
scene2::311,scene2,311,"Chair7, Desk5","chair7,desk5",,False
scene2::312,scene2,312,"Chair5, Door1, Person1","chair5,door1,person1",,False
scene2::313,scene2,313,"File1, Desk2, Person2","file1,desk2,person2",,False
scene2::314,scene2,314,"Laptop2, Printer1","laptop2,printer",,False
scene2::315,scene2,315,Door1,door1,,False
scene2::316,scene2,316,"File1, Desk8, Person1","file1,desk8,person1",,False
scene2::317,scene2,317,Lamp2,lamp2,,False
scene2::318,scene2,318,"File1, Desk2, Person3","file1,desk2,person3",,False
scene2::319,scene2,319,Lamp3,lamp3,,False
scene2::320,scene2,320,"Laptop1, PointC, Person1","laptop1,pointC,person1",pointC,True
scene2::321,scene2,321,Lamp2,lamp2,,False
scene2::322,scene2,322,"Chair4, Desk4, Person3","chair4,desk4,person3",,False
scene2::323,scene2,323,"Laptop2, Person2","laptop2,person2",,False
scene2::324,scene2,324,Laptop1,laptop1,,False
scene2::325,scene2,325,Desk3,desk3,,False
scene2::326,scene2,326,Lamp1,lamp1,,False
scene2::327,scene2,327,Chair1,chair1,,False
scene2::328,scene2,328,"Chair5, Person1","chair5,person1",,False
scene2::329,scene2,329,PC4,PC4,,False
scene2::330,scene2,330,"Chair5, Desk2","chair5,desk2",,False
scene2::331,scene2,331,"File5, Desk8, Person3","file5,desk8,person3",,False
scene2::332,scene2,332,PC6,PC6,,False
scene2::333,scene2,333,"Chair6, PointA","chair6,pointA",pointA,True
scene2::334,scene2,334,Lamp3,lamp3,,False
